facility_id,facility_name,city,state,county,measure_id,display_label,unit,direction,score_raw,score_numeric,value_status,sample,footnote,period_start,period_end,cms_release_date,ma_reported_n,ma_median,ma_min,ma_max,ma_rank_unfavorable,selected_hospital,scenario_threshold,threshold_operator,threshold_crossed,threshold_origin,source_lag_days_at_release,monitoring_use,action_if_crossed,interpretation_boundary
220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,NORFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,233,233,reported,361,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,20,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,NORFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,125456,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,265,265,reported,353,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,10,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,81240,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220105,WINCHESTER HOSPITAL,WINCHESTER,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220105,WINCHESTER HOSPITAL,WINCHESTER,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,233,233,reported,368,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,20,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220105,WINCHESTER HOSPITAL,WINCHESTER,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,53285,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,NORFOLK,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,NORFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,218,218,reported,363,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,25,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,NORFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,39852,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,300,300,reported,348,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,2,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,5,5,reported,64149,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,11,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,PLYMOUTH,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,PLYMOUTH,OP_18b,Median ED time before departure,minutes,lower_is_better,264,264,reported,324,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,11,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,PLYMOUTH,OP_22,Patients leaving before being seen,percent,lower_is_better,6,6,reported,55414,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,8,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220116,TUFTS MEDICAL CENTER,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220116,TUFTS MEDICAL CENTER,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,208,208,reported,352,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,30,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220116,TUFTS MEDICAL CENTER,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,48362,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,256,256,reported,326,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,13,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,37721,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220126,NORWOOD HOSPITAL,NORWOOD,MA,NORFOLK,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,5,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220126,NORWOOD HOSPITAL,NORWOOD,MA,NORFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,Not Available,,not_available,Not Available,5,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,,no,240,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220126,NORWOOD HOSPITAL,NORWOOD,MA,NORFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,5,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220135,FALMOUTH HOSPITAL,FALMOUTH,MA,BARNSTABLE,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220135,FALMOUTH HOSPITAL,FALMOUTH,MA,BARNSTABLE,OP_18b,Median ED time before departure,minutes,lower_is_better,160,160,reported,367,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,48,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220135,FALMOUTH HOSPITAL,FALMOUTH,MA,BARNSTABLE,OP_22,Patients leaving before being seen,percent,lower_is_better,1,1,reported,33435,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,47,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,291,291,reported,366,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,3,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,8,8,reported,138365,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,3,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,226,226,reported,371,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,23,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,5,5,reported,71835,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,11,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,205,205,reported,460,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,34,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,35998,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220176,ST VINCENT HOSPITAL,WORCESTER,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220176,ST VINCENT HOSPITAL,WORCESTER,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,206,206,reported,537,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,33,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220176,ST VINCENT HOSPITAL,WORCESTER,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,47608,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,NANTUCKET,EDV,Emergency department volume category,CMS volume category,context_only,low,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,NANTUCKET,OP_18b,Median ED time before departure,minutes,lower_is_better,120,120,reported,375,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,53,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,NANTUCKET,OP_22,Patients leaving before being seen,percent,lower_is_better,0,0,reported,10716,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,53,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,DUKES,EDV,Emergency department volume category,CMS volume category,context_only,low,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,DUKES,OP_18b,Median ED time before departure,minutes,lower_is_better,157,157,reported,366,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,49,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,DUKES,OP_22,Patients leaving before being seen,percent,lower_is_better,1,1,reported,17019,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,47,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,BERKSHIRE,EDV,Emergency department volume category,CMS volume category,context_only,low,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,BERKSHIRE,OP_18b,Median ED time before departure,minutes,lower_is_better,113,113,reported,377,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,54,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,BERKSHIRE,OP_22,Patients leaving before being seen,percent,lower_is_better,1,1,reported,15155,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,47,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,low,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,174,174,reported,307,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,46,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,8558,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,BERKSHIRE,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,5,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,BERKSHIRE,OP_18b,Median ED time before departure,minutes,lower_is_better,154,154,reported,342,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,50,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,BERKSHIRE,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,5,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,19,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,Not Available,,not_available,Not Available,19,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,,no,240,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,19,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,19,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
