geo_id,county_fips,acs_adult_population,acs_adult_moe90,acs_65plus_population,acs_65plus_moe90,acs_65plus_share_adult_pct,acs_moe_status,acs_period,acs_table
0500000US31063,31063,2041,124,675,69,33.1,reported,2020-2024,B01001
0500000US31065,31065,3577,150,1187,91,33.2,reported,2020-2024,B01001
0500000US31067,31067,16741,562,4776,301,28.5,reported,2020-2024,B01001
0500000US31069,31069,1401,131,522,75,37.3,reported,2020-2024,B01001
0500000US31071,31071,1367,122,505,80,36.9,reported,2020-2024,B01001
0500000US31073,31073,1617,139,487,78,30.1,reported,2020-2024,B01001
0500000US31075,31075,478,63,136,35,28.5,reported,2020-2024,B01001
0500000US31077,31077,1693,94,571,58,33.7,reported,2020-2024,B01001
0500000US31079,31079,45382,1042,9789,621,21.6,reported,2020-2024,B01001
0500000US31081,31081,7182,308,1976,180,27.5,reported,2020-2024,B01001
0500000US31083,31083,2224,137,813,82,36.6,reported,2020-2024,B01001
0500000US31085,31085,662,78,215,40,32.5,reported,2020-2024,B01001
0500000US31087,31087,1965,105,678,70,34.5,reported,2020-2024,B01001
0500000US31089,31089,7499,293,2312,174,30.8,reported,2020-2024,B01001
0500000US31091,31091,524,72,138,39,26.3,reported,2020-2024,B01001
0500000US31093,31093,4886,215,1481,135,30.3,reported,2020-2024,B01001
0500000US31095,31095,5535,281,1779,170,32.1,reported,2020-2024,B01001
0500000US31097,31097,4224,248,983,104,23.3,reported,2020-2024,B01001
0500000US31099,31099,5050,237,1379,162,27.3,reported,2020-2024,B01001
0500000US31101,31101,6527,330,2294,209,35.1,reported,2020-2024,B01001
0500000US31103,31103,620,78,208,40,33.5,reported,2020-2024,B01001
0500000US31105,31105,2613,204,914,122,35.0,reported,2020-2024,B01001
0500000US31107,31107,6350,205,2159,130,34.0,reported,2020-2024,B01001
0500000US31109,31109,253417,2468,49919,1268,19.7,reported,2020-2024,B01001
0500000US31111,31111,26064,815,7126,481,27.3,reported,2020-2024,B01001
0500000US31113,31113,557,66,183,42,32.9,reported,2020-2024,B01001
0500000US31115,31115,448,64,140,29,31.2,reported,2020-2024,B01001
0500000US31117,31117,375,66,101,30,26.9,reported,2020-2024,B01001
0500000US31119,31119,26552,719,6185,392,23.3,reported,2020-2024,B01001
0500000US31121,31121,5982,272,1684,165,28.2,reported,2020-2024,B01001
0500000US31123,31123,3517,213,1003,109,28.5,reported,2020-2024,B01001
0500000US31125,31125,2532,138,712,80,28.1,reported,2020-2024,B01001
0500000US31127,31127,5477,320,1420,175,25.9,reported,2020-2024,B01001
0500000US31129,31129,3336,198,1198,119,35.9,reported,2020-2024,B01001
0500000US31131,31131,12339,477,3347,245,27.1,reported,2020-2024,B01001
0500000US31133,31133,1909,118,718,78,37.6,reported,2020-2024,B01001
0500000US31135,31135,2135,132,673,75,31.5,reported,2020-2024,B01001
0500000US31137,31137,6822,317,1910,185,28.0,reported,2020-2024,B01001
0500000US31139,31139,5476,223,1456,131,26.6,reported,2020-2024,B01001
0500000US31141,31141,25495,802,6353,460,24.9,reported,2020-2024,B01001
0500000US31143,31143,4060,170,1211,111,29.8,reported,2020-2024,B01001
0500000US31145,31145,8190,478,2220,269,27.1,reported,2020-2024,B01001
0500000US31147,31147,6071,274,1895,175,31.2,reported,2020-2024,B01001
0500000US31149,31149,1056,94,381,52,36.1,reported,2020-2024,B01001
0500000US31151,31151,10820,531,2262,230,20.9,reported,2020-2024,B01001
0500000US31153,31153,145441,1667,25339,848,17.4,reported,2020-2024,B01001
0500000US31155,31155,17340,482,4265,280,24.6,reported,2020-2024,B01001
0500000US31157,31157,27185,760,7493,407,27.6,reported,2020-2024,B01001
0500000US31159,31159,13530,432,3214,233,23.8,reported,2020-2024,B01001
0500000US31161,31161,3944,205,1390,135,35.2,reported,2020-2024,B01001
0500000US31163,31163,2337,133,827,79,35.4,reported,2020-2024,B01001
0500000US31165,31165,926,110,322,51,34.8,reported,2020-2024,B01001
0500000US31167,31167,4346,228,1193,137,27.5,reported,2020-2024,B01001
0500000US31169,31169,3790,140,1240,93,32.7,reported,2020-2024,B01001
0500000US31171,31171,501,68,220,45,43.9,reported,2020-2024,B01001
0500000US31173,31173,4354,155,834,72,19.2,reported,2020-2024,B01001
0500000US31175,31175,3172,182,1050,111,33.1,reported,2020-2024,B01001
0500000US31177,31177,16042,530,4047,308,25.2,reported,2020-2024,B01001
0500000US31179,31179,7843,471,1650,211,21.0,reported,2020-2024,B01001
0500000US31181,31181,2618,120,771,70,29.4,reported,2020-2024,B01001
0500000US31183,31183,686,79,248,45,36.2,reported,2020-2024,B01001
0500000US31185,31185,10962,441,2884,232,26.3,reported,2020-2024,B01001
0500000US32001,32001,19942,880,5205,495,26.1,reported,2020-2024,B01001
0500000US32003,32003,1812327,,370419,4003,20.4,not available in one or more component cells,2020-2024,B01001
0500000US32005,32005,42246,1093,16251,708,38.5,reported,2020-2024,B01001
0500000US32007,32007,39761,1079,7101,534,17.9,reported,2020-2024,B01001
0500000US32009,32009,896,211,255,84,28.5,reported,2020-2024,B01001
0500000US32011,32011,1275,265,347,145,27.2,reported,2020-2024,B01001
0500000US32013,32013,12727,659,2859,335,22.5,reported,2020-2024,B01001
0500000US32015,32015,4179,510,849,223,20.3,reported,2020-2024,B01001
0500000US32017,32017,3522,475,1131,259,32.1,reported,2020-2024,B01001
0500000US32019,32019,49257,1191,13713,729,27.8,reported,2020-2024,B01001
0500000US32021,32021,3601,450,1186,261,32.9,reported,2020-2024,B01001
0500000US32023,32023,45328,1428,16791,905,37.0,reported,2020-2024,B01001
0500000US32027,32027,5460,468,1125,224,20.6,reported,2020-2024,B01001
0500000US32029,32029,3584,413,1376,262,38.4,reported,2020-2024,B01001
0500000US32031,32031,394266,,88010,1709,22.3,not available in one or more component cells,2020-2024,B01001
0500000US32033,32033,7031,522,1785,279,25.4,reported,2020-2024,B01001
0500000US32510,32510,46751,1051,12383,598,26.5,reported,2020-2024,B01001
0500000US33001,33001,53470,1223,15492,752,29.0,reported,2020-2024,B01001
0500000US33003,33003,44173,1133,16002,781,36.2,reported,2020-2024,B01001
0500000US33005,33005,63537,1258,17298,752,27.2,reported,2020-2024,B01001
0500000US33007,33007,26257,633,8152,405,31.0,reported,2020-2024,B01001
0500000US33009,33009,77706,1380,21144,780,27.2,reported,2020-2024,B01001
0500000US33011,33011,342682,2946,73818,1651,21.5,reported,2020-2024,B01001
0500000US33013,33013,127310,1814,31061,1021,24.4,reported,2020-2024,B01001
0500000US33015,33015,260119,2615,65026,1496,25.0,reported,2020-2024,B01001
0500000US33017,33017,109176,1860,22652,954,20.7,reported,2020-2024,B01001
0500000US33019,33019,35958,1000,10288,592,28.6,reported,2020-2024,B01001
0500000US34001,34001,218875,,54842,1467,25.1,not available in one or more component cells,2020-2024,B01001
0500000US34003,34003,761123,4575,175043,2831,23.0,reported,2020-2024,B01001
0500000US34005,34005,371679,2987,85705,1743,23.1,reported,2020-2024,B01001
0500000US34007,34007,407562,3262,87194,1879,21.4,reported,2020-2024,B01001
0500000US34009,34009,78667,1529,28008,806,35.6,reported,2020-2024,B01001
0500000US34011,34011,115902,1799,24216,1007,20.9,reported,2020-2024,B01001
0500000US34013,34013,659361,4507,122640,2529,18.6,reported,2020-2024,B01001
0500000US34015,34015,241716,2467,51867,1325,21.5,reported,2020-2024,B01001
0500000US34017,34017,576329,3886,90793,2069,15.8,reported,2020-2024,B01001
0500000US34019,34019,105276,1550,27098,944,25.7,reported,2020-2024,B01001
0500000US34021,34021,301036,3062,61557,1704,20.4,reported,2020-2024,B01001
0500000US34023,34023,684210,4248,140558,2512,20.5,reported,2020-2024,B01001
0500000US34025,34025,510607,3659,123370,2204,24.2,reported,2020-2024,B01001
0500000US34027,34027,408317,3169,93627,1928,22.9,reported,2020-2024,B01001
0500000US34029,34029,490996,3753,148007,2390,30.1,reported,2020-2024,B01001
0500000US34031,34031,397871,3248,82632,2006,20.8,reported,2020-2024,B01001
0500000US34033,34033,50961,995,12459,585,24.4,reported,2020-2024,B01001
0500000US34035,34035,275802,2404,59537,1444,21.6,reported,2020-2024,B01001
0500000US34037,34037,117388,,27656,901,23.6,not available in one or more component cells,2020-2024,B01001
0500000US34039,34039,443030,3565,87277,2117,19.7,reported,2020-2024,B01001
0500000US34041,34041,89456,1588,21672,885,24.2,reported,2020-2024,B01001
0500000US35001,35001,537181,4145,123220,2428,22.9,reported,2020-2024,B01001
0500000US35003,35003,3513,471,1780,301,50.7,reported,2020-2024,B01001
0500000US35005,35005,48418,1192,10569,622,21.8,reported,2020-2024,B01001
0500000US35006,35006,20612,1115,4881,497,23.7,reported,2020-2024,B01001
0500000US35007,35007,10162,499,3549,290,34.9,reported,2020-2024,B01001
0500000US35009,35009,35001,931,6185,472,17.7,reported,2020-2024,B01001
0500000US35011,35011,1274,247,419,112,32.9,reported,2020-2024,B01001
0500000US35013,35013,172351,2612,38231,1390,22.2,reported,2020-2024,B01001
0500000US35015,35015,45346,1459,9034,646,19.9,reported,2020-2024,B01001
0500000US35017,35017,22801,937,8419,542,36.9,reported,2020-2024,B01001
0500000US35019,35019,3405,365,754,176,22.1,reported,2020-2024,B01001
0500000US35021,35021,553,111,197,48,35.6,reported,2020-2024,B01001
0500000US35023,35023,3179,259,943,124,29.7,reported,2020-2024,B01001
0500000US35025,35025,51979,1365,8378,589,16.1,reported,2020-2024,B01001
0500000US35027,35027,16855,847,6327,543,37.5,reported,2020-2024,B01001
0500000US35028,35028,15157,658,3573,349,23.6,reported,2020-2024,B01001
0500000US35029,35029,19000,927,5330,530,28.1,reported,2020-2024,B01001
0500000US35031,35031,51355,905,9712,461,18.9,reported,2020-2024,B01001
0500000US35033,35033,3439,444,1411,248,41.0,reported,2020-2024,B01001
0500000US35035,35035,53762,1255,12077,636,22.5,reported,2020-2024,B01001
0500000US35037,35037,6883,572,2260,267,32.8,reported,2020-2024,B01001
0500000US35039,35039,31054,917,8742,593,28.2,reported,2020-2024,B01001
0500000US35041,35041,14183,833,2840,353,20.0,reported,2020-2024,B01001
0500000US35043,35043,120213,1816,30805,1092,25.6,reported,2020-2024,B01001
0500000US35045,35045,90777,1600,20461,826,22.5,reported,2020-2024,B01001
0500000US35047,35047,22322,924,6868,576,30.8,reported,2020-2024,B01001
0500000US35049,35049,131028,1857,43785,1192,33.4,reported,2020-2024,B01001
0500000US35051,35051,9705,740,4465,468,46.0,reported,2020-2024,B01001
0500000US35053,35053,12317,1125,3410,528,27.7,reported,2020-2024,B01001
0500000US35055,35055,29143,1205,10539,718,36.2,reported,2020-2024,B01001
0500000US35057,35057,12356,761,3488,380,28.2,reported,2020-2024,B01001
0500000US35059,35059,3157,337,916,133,29.0,reported,2020-2024,B01001
0500000US35061,35061,60624,1539,14696,851,24.2,reported,2020-2024,B01001
0500000US36001,36001,259873,2641,57602,1515,22.2,reported,2020-2024,B01001
0500000US36003,36003,37917,645,9456,326,24.9,reported,2020-2024,B01001
0500000US36005,36005,1063287,6277,203214,3678,19.1,reported,2020-2024,B01001
0500000US36007,36007,159688,2117,40036,1197,25.1,reported,2020-2024,B01001
0500000US36009,36009,59500,918,15843,520,26.6,reported,2020-2024,B01001
0500000US36011,36011,60586,998,16029,602,26.5,reported,2020-2024,B01001
0500000US36013,36013,99741,1467,26917,876,27.0,reported,2020-2024,B01001
0500000US36015,36015,64978,1213,16693,729,25.7,reported,2020-2024,B01001
0500000US36017,36017,36752,764,10347,472,28.2,reported,2020-2024,B01001
0500000US36019,36019,64328,1255,14913,626,23.2,reported,2020-2024,B01001
0500000US36021,36021,51376,1092,16023,680,31.2,reported,2020-2024,B01001
0500000US36023,36023,37699,1006,7929,397,21.0,reported,2020-2024,B01001
0500000US36025,36025,37413,781,11747,458,31.4,reported,2020-2024,B01001
0500000US36027,36027,243404,2345,57052,1400,23.4,reported,2020-2024,B01001
0500000US36029,36029,759191,4568,183350,2628,24.2,reported,2020-2024,B01001
0500000US36031,36031,31270,751,9757,469,31.2,reported,2020-2024,B01001
0500000US36033,36033,37394,864,9120,447,24.4,reported,2020-2024,B01001
0500000US36035,36035,41996,950,10934,549,26.0,reported,2020-2024,B01001
0500000US36037,36037,45987,1028,11717,659,25.5,reported,2020-2024,B01001
0500000US36039,36039,39738,984,11442,585,28.8,reported,2020-2024,B01001
0500000US36041,36041,4474,213,1718,148,38.4,reported,2020-2024,B01001
0500000US36043,36043,47574,1021,13318,596,28.0,reported,2020-2024,B01001
0500000US36045,36045,87387,1338,17381,651,19.9,reported,2020-2024,B01001
0500000US36047,36047,2047106,7535,406596,4371,19.9,reported,2020-2024,B01001
0500000US36049,36049,20588,473,5466,284,26.5,reported,2020-2024,B01001
0500000US36051,36051,50532,1084,12384,528,24.5,reported,2020-2024,B01001
0500000US36053,36053,55064,959,13683,513,24.8,reported,2020-2024,B01001
0500000US36055,36055,600578,3753,141504,2227,23.6,reported,2020-2024,B01001
0500000US36057,36057,38074,870,9626,513,25.3,reported,2020-2024,B01001
0500000US36059,36059,1090863,5315,259500,3198,23.8,reported,2020-2024,B01001
0500000US36061,36061,1403297,8226,295693,5052,21.1,reported,2020-2024,B01001
0500000US36063,36063,168871,,43688,1175,25.9,not available in one or more component cells,2020-2024,B01001
0500000US36065,36065,180101,1988,45430,1207,25.2,reported,2020-2024,B01001
0500000US36067,36067,372575,2800,87986,1573,23.6,reported,2020-2024,B01001
0500000US36069,36069,90957,1364,24963,831,27.4,reported,2020-2024,B01001
0500000US36071,36071,302429,,59535,1477,19.7,not available in one or more component cells,2020-2024,B01001
0500000US36073,36073,32175,823,7867,442,24.5,reported,2020-2024,B01001
0500000US36075,36075,93677,1407,21183,726,22.6,reported,2020-2024,B01001
0500000US36077,36077,51157,1087,12911,523,25.2,reported,2020-2024,B01001
0500000US36079,36079,79074,1352,18910,757,23.9,reported,2020-2024,B01001
0500000US36081,36081,1869377,7538,413538,4591,22.1,reported,2020-2024,B01001
0500000US36083,36083,129770,1742,29330,1019,22.6,reported,2020-2024,B01001
0500000US36085,36085,388167,3387,85255,1974,22.0,reported,2020-2024,B01001
0500000US36087,36087,240254,2450,53669,1378,22.3,reported,2020-2024,B01001
0500000US36089,36089,85913,1387,20152,765,23.5,reported,2020-2024,B01001
0500000US36091,36091,192761,2170,47584,1277,24.7,reported,2020-2024,B01001
0500000US36093,36093,125956,1777,28630,1018,22.7,reported,2020-2024,B01001
0500000US36095,36095,24867,602,7181,417,28.9,reported,2020-2024,B01001
0500000US36097,36097,14263,469,4045,307,28.4,reported,2020-2024,B01001
0500000US36099,36099,26238,690,7104,367,27.1,reported,2020-2024,B01001
0500000US36101,36101,72668,1030,19262,625,26.5,reported,2020-2024,B01001
0500000US36103,36103,1212247,5710,274038,3358,22.6,reported,2020-2024,B01001
0500000US36105,36105,62624,1377,15349,733,24.5,reported,2020-2024,B01001
0500000US36107,36107,38136,907,10439,555,27.4,reported,2020-2024,B01001
0500000US36109,36109,89792,1847,16994,767,18.9,reported,2020-2024,B01001
0500000US36111,36111,151387,2147,38843,1267,25.7,reported,2020-2024,B01001
0500000US36113,36113,54053,1062,15928,682,29.5,reported,2020-2024,B01001
0500000US36115,36115,49362,1041,13108,608,26.6,reported,2020-2024,B01001
0500000US36117,36117,71846,1326,18932,752,26.4,reported,2020-2024,B01001
0500000US36119,36119,787207,4530,181529,2769,23.1,reported,2020-2024,B01001
0500000US36121,36121,32414,729,8112,405,25.0,reported,2020-2024,B01001
0500000US36123,36123,19081,542,5543,328,29.0,reported,2020-2024,B01001
0500000US37001,37001,137684,1920,30353,1026,22.0,reported,2020-2024,B01001
0500000US37003,37003,29268,957,7721,552,26.4,reported,2020-2024,B01001
0500000US37005,37005,9342,488,3435,311,36.8,reported,2020-2024,B01001
0500000US37007,37007,17863,673,4395,386,24.6,reported,2020-2024,B01001
0500000US37009,37009,22403,753,7343,481,32.8,reported,2020-2024,B01001
0500000US37011,37011,15126,647,4180,342,27.6,reported,2020-2024,B01001
0500000US37013,37013,35984,956,11412,603,31.7,reported,2020-2024,B01001
0500000US37015,37015,14382,678,4340,403,30.2,reported,2020-2024,B01001
0500000US37017,37017,23472,918,6935,535,29.5,reported,2020-2024,B01001
0500000US37019,37019,131147,2007,51604,1357,39.3,reported,2020-2024,B01001
0500000US37021,37021,225435,3108,58291,1749,25.9,reported,2020-2024,B01001
0500000US37023,37023,71627,1520,19031,863,26.6,reported,2020-2024,B01001
0500000US37025,37025,176700,2373,32038,1224,18.1,reported,2020-2024,B01001
0500000US37027,37027,64636,1530,17272,841,26.7,reported,2020-2024,B01001
0500000US37029,37029,8399,556,1799,244,21.4,reported,2020-2024,B01001
0500000US37031,37031,57497,1117,18665,674,32.5,reported,2020-2024,B01001
0500000US37033,37033,18294,757,5168,412,28.2,reported,2020-2024,B01001
0500000US37035,37035,128179,1976,30611,1184,23.9,reported,2020-2024,B01001
0500000US37037,37037,64635,1569,20191,889,31.2,reported,2020-2024,B01001
0500000US37039,37039,24846,780,9303,506,37.4,reported,2020-2024,B01001
0500000US37041,37041,11184,776,3606,371,32.2,reported,2020-2024,B01001
0500000US37043,37043,9745,598,3806,333,39.1,reported,2020-2024,B01001
0500000US37045,37045,78463,1394,18996,784,24.2,reported,2020-2024,B01001
0500000US37047,37047,39806,982,10376,543,26.1,reported,2020-2024,B01001
0500000US37049,37049,80793,1455,21446,868,26.5,reported,2020-2024,B01001
0500000US37051,37051,253517,2108,44031,1063,17.4,reported,2020-2024,B01001
0500000US37053,37053,23897,771,5489,413,23.0,reported,2020-2024,B01001
0500000US37055,37055,31104,981,9563,604,30.7,reported,2020-2024,B01001
0500000US37057,37057,135478,2024,32898,1195,24.3,reported,2020-2024,B01001
0500000US37059,37059,34915,966,9775,623,28.0,reported,2020-2024,B01001
0500000US37061,37061,37627,938,9815,547,26.1,reported,2020-2024,B01001
0500000US37063,37063,265750,2923,48164,1539,18.1,reported,2020-2024,B01001
0500000US37065,37065,37584,1073,10191,617,27.1,reported,2020-2024,B01001
0500000US37067,37067,301634,2998,66134,1655,21.9,reported,2020-2024,B01001
0500000US37069,37069,58192,1297,12988,699,22.3,reported,2020-2024,B01001
0500000US37071,37071,182185,2015,38767,1097,21.3,reported,2020-2024,B01001
0500000US37073,37073,8382,524,2357,258,28.1,reported,2020-2024,B01001
0500000US37075,37075,6528,418,2062,257,31.6,reported,2020-2024,B01001
0500000US37077,37077,48284,1253,10771,673,22.3,reported,2020-2024,B01001
0500000US37079,37079,16624,693,3544,305,21.3,reported,2020-2024,B01001
0500000US37081,37081,427367,3613,87184,1975,20.4,reported,2020-2024,B01001
0500000US37083,37083,37562,945,10515,582,28.0,reported,2020-2024,B01001
0500000US37085,37085,103756,1571,19073,815,18.4,reported,2020-2024,B01001
0500000US37087,37087,51637,1211,16106,811,31.2,reported,2020-2024,B01001
0500000US37089,37089,96341,1718,31376,1034,32.6,reported,2020-2024,B01001
0500000US37091,37091,16071,554,4533,302,28.2,reported,2020-2024,B01001
0500000US37093,37093,39340,842,6285,416,16.0,reported,2020-2024,B01001
0500000US37095,37095,3766,451,902,211,24.0,reported,2020-2024,B01001
0500000US37097,37097,152795,2076,32939,1181,21.6,reported,2020-2024,B01001
0500000US37099,37099,36607,1257,8847,571,24.2,reported,2020-2024,B01001
0500000US37101,37101,175927,2417,32148,1216,18.3,reported,2020-2024,B01001
0500000US37103,37103,7578,401,2248,219,29.7,reported,2020-2024,B01001
0500000US37105,37105,50229,1259,11283,685,22.5,reported,2020-2024,B01001
0500000US37107,37107,42526,1133,11781,671,27.7,reported,2020-2024,B01001
0500000US37109,37109,73585,1556,18062,807,24.5,reported,2020-2024,B01001
0500000US37111,37111,36125,1029,9401,605,26.0,reported,2020-2024,B01001
0500000US37113,37113,31218,1107,11079,664,35.5,reported,2020-2024,B01001
0500000US37115,37115,18094,683,5079,391,28.1,reported,2020-2024,B01001
0500000US37117,37117,17245,746,5532,425,32.1,reported,2020-2024,B01001
0500000US37119,37119,890948,4838,137905,2415,15.5,reported,2020-2024,B01001
0500000US37121,37121,12355,526,3891,337,31.5,reported,2020-2024,B01001
0500000US37123,37123,20699,828,5787,405,28.0,reported,2020-2024,B01001
0500000US37125,37125,82073,1592,25231,1013,30.7,reported,2020-2024,B01001
0500000US37127,37127,75006,1450,18623,870,24.8,reported,2020-2024,B01001
0500000US37129,37129,193107,2752,44810,1522,23.2,reported,2020-2024,B01001
0500000US37131,37131,13933,497,5013,356,36.0,reported,2020-2024,B01001
0500000US37133,37133,156392,2355,21189,1005,13.5,reported,2020-2024,B01001
0500000US37135,37135,121443,1919,24097,957,19.8,reported,2020-2024,B01001
0500000US37137,37137,10635,445,3786,272,35.6,reported,2020-2024,B01001
0500000US37139,37139,32097,1024,7612,513,23.7,reported,2020-2024,B01001
0500000US37141,37141,50840,1241,11932,668,23.5,reported,2020-2024,B01001
0500000US37143,37143,10803,537,3834,341,35.5,reported,2020-2024,B01001
0500000US37145,37145,31383,1165,8418,642,26.8,reported,2020-2024,B01001
0500000US37147,37147,139949,2403,25702,1250,18.4,reported,2020-2024,B01001
0500000US37149,37149,16844,606,6487,404,38.5,reported,2020-2024,B01001
0500000US37151,37151,113810,1951,26888,1104,23.6,reported,2020-2024,B01001
0500000US37153,37153,32401,1124,7670,542,23.7,reported,2020-2024,B01001
0500000US37155,37155,86714,1080,18753,578,21.6,reported,2020-2024,B01001
0500000US37157,37157,73420,1538,19476,848,26.5,reported,2020-2024,B01001
0500000US37159,37159,116647,1902,26593,1065,22.8,reported,2020-2024,B01001
0500000US37161,37161,51869,1256,14458,747,27.9,reported,2020-2024,B01001
0500000US37163,37163,44886,1048,10793,595,24.0,reported,2020-2024,B01001
0500000US37165,37165,25786,626,6178,349,24.0,reported,2020-2024,B01001
0500000US37167,37167,50649,1071,12378,608,24.4,reported,2020-2024,B01001
0500000US37169,37169,36741,1127,10441,680,28.4,reported,2020-2024,B01001
0500000US37171,37171,56383,1197,14747,639,26.2,reported,2020-2024,B01001
0500000US37173,37173,11097,570,2789,323,25.1,reported,2020-2024,B01001
0500000US37175,37175,28418,954,10426,630,36.7,reported,2020-2024,B01001
0500000US37177,37177,2870,357,1055,207,36.8,reported,2020-2024,B01001
0500000US37179,37179,186726,2190,33972,1161,18.2,reported,2020-2024,B01001
0500000US37181,37181,32162,987,8163,542,25.4,reported,2020-2024,B01001
0500000US37183,37183,907474,5272,151920,2666,16.7,reported,2020-2024,B01001
0500000US37185,37185,15474,585,5212,355,33.7,reported,2020-2024,B01001
0500000US37187,37187,8748,629,3030,322,34.6,reported,2020-2024,B01001
0500000US37189,37189,48447,1430,9435,610,19.5,reported,2020-2024,B01001
0500000US37191,37191,90638,1566,20262,888,22.4,reported,2020-2024,B01001
0500000US37193,37193,52776,1269,15110,745,28.6,reported,2020-2024,B01001
0500000US37195,37195,61230,1256,15296,772,25.0,reported,2020-2024,B01001
0500000US37197,37197,29813,891,7877,513,26.4,reported,2020-2024,B01001
0500000US37199,37199,15418,629,5085,407,33.0,reported,2020-2024,B01001
0500000US38001,38001,1660,142,574,80,34.6,reported,2020-2024,B01001
0500000US38003,38003,8647,383,2517,216,29.1,reported,2020-2024,B01001
0500000US38005,38005,3861,183,922,89,23.9,reported,2020-2024,B01001
0500000US38007,38007,836,105,275,67,32.9,reported,2020-2024,B01001
0500000US38009,38009,4966,234,1638,143,33.0,reported,2020-2024,B01001
0500000US38011,38011,2187,149,712,84,32.6,reported,2020-2024,B01001
0500000US38013,38013,1573,120,453,66,28.8,reported,2020-2024,B01001
0500000US38015,38015,77236,1519,18028,862,23.3,reported,2020-2024,B01001
0500000US38017,38017,150500,,25154,993,16.7,not available in one or more component cells,2020-2024,B01001
0500000US38019,38019,2836,186,1013,117,35.7,reported,2020-2024,B01001
0500000US38021,38021,3810,204,980,100,25.7,reported,2020-2024,B01001
0500000US38023,38023,1748,167,556,98,31.8,reported,2020-2024,B01001
0500000US38025,38025,2987,176,786,95,26.3,reported,2020-2024,B01001
0500000US38027,38027,1825,153,589,90,32.3,reported,2020-2024,B01001
0500000US38029,38029,2596,152,965,95,37.2,reported,2020-2024,B01001
0500000US38031,38031,2627,177,810,108,30.8,reported,2020-2024,B01001
0500000US38033,38033,1282,123,479,86,37.4,reported,2020-2024,B01001
0500000US38035,38035,57480,1299,10391,608,18.1,reported,2020-2024,B01001
0500000US38037,38037,1759,110,674,69,38.3,reported,2020-2024,B01001
0500000US38039,38039,1782,125,666,86,37.4,reported,2020-2024,B01001
0500000US38041,38041,1982,141,655,86,33.0,reported,2020-2024,B01001
0500000US38043,38043,1853,155,655,92,35.3,reported,2020-2024,B01001
0500000US38045,38045,3174,147,1102,90,34.7,reported,2020-2024,B01001
0500000US38047,38047,1439,108,527,67,36.6,reported,2020-2024,B01001
0500000US38049,38049,3947,169,1153,102,29.2,reported,2020-2024,B01001
0500000US38051,38051,2033,134,781,71,38.4,reported,2020-2024,B01001
0500000US38053,38053,9871,593,1336,161,13.5,reported,2020-2024,B01001
0500000US38055,38055,7754,278,2581,196,33.3,reported,2020-2024,B01001
0500000US38057,38057,6388,356,1876,196,29.4,reported,2020-2024,B01001
0500000US38059,38059,26054,988,5847,482,22.4,reported,2020-2024,B01001
0500000US38061,38061,6747,343,1285,135,19.0,reported,2020-2024,B01001
0500000US38063,38063,2391,137,853,90,35.7,reported,2020-2024,B01001
0500000US38065,38065,1363,122,501,71,36.8,reported,2020-2024,B01001
0500000US38067,38067,5309,197,1744,125,32.8,reported,2020-2024,B01001
0500000US38069,38069,3108,237,1038,121,33.4,reported,2020-2024,B01001
0500000US38071,38071,8875,527,2588,300,29.2,reported,2020-2024,B01001
0500000US38073,38073,4426,201,1246,115,28.2,reported,2020-2024,B01001
0500000US38075,38075,1815,136,485,68,26.7,reported,2020-2024,B01001
0500000US38077,38077,12989,472,3356,218,25.8,reported,2020-2024,B01001
0500000US38079,38079,8081,323,1572,153,19.5,reported,2020-2024,B01001
0500000US38081,38081,3028,116,908,67,30.0,reported,2020-2024,B01001
0500000US38083,38083,1084,87,417,52,38.5,reported,2020-2024,B01001
0500000US38085,38085,2467,140,360,59,14.6,reported,2020-2024,B01001
0500000US38087,38087,644,80,220,39,34.2,reported,2020-2024,B01001
0500000US38089,38089,24101,855,4661,387,19.3,reported,2020-2024,B01001
0500000US38091,38091,1411,116,541,79,38.3,reported,2020-2024,B01001
0500000US38093,38093,17218,604,4402,369,25.6,reported,2020-2024,B01001
0500000US38095,38095,1562,176,479,90,30.7,reported,2020-2024,B01001
0500000US38097,38097,6149,226,1617,127,26.3,reported,2020-2024,B01001
0500000US38099,38099,7961,328,2276,170,28.6,reported,2020-2024,B01001
0500000US38101,38101,52357,1228,9636,606,18.4,reported,2020-2024,B01001
0500000US38103,38103,2980,191,1040,107,34.9,reported,2020-2024,B01001
0500000US38105,38105,27621,1278,3934,507,14.2,reported,2020-2024,B01001
0500000US39001,39001,20971,708,5229,406,24.9,reported,2020-2024,B01001
0500000US39003,39003,77512,1237,19375,696,25.0,reported,2020-2024,B01001
0500000US39005,39005,40496,977,10587,580,26.1,reported,2020-2024,B01001
0500000US39007,39007,75937,1332,19694,749,25.9,reported,2020-2024,B01001
0500000US39009,39009,52585,1306,9302,579,17.7,reported,2020-2024,B01001
0500000US39011,39011,35099,785,9071,478,25.8,reported,2020-2024,B01001
0500000US39013,39013,53212,1057,14378,624,27.0,reported,2020-2024,B01001
0500000US39015,39015,33862,887,8392,493,24.8,reported,2020-2024,B01001
0500000US39017,39017,301104,3236,62338,1574,20.7,reported,2020-2024,B01001
0500000US39019,39019,21209,704,5954,430,28.1,reported,2020-2024,B01001
0500000US39021,39021,30242,805,7495,513,24.8,reported,2020-2024,B01001
0500000US39023,39023,104639,1425,27405,876,26.2,reported,2020-2024,B01001
