shift_id,date,shift_name,week_index,arrivals,completed_encounters,left_before_seen,left_before_seen_percent,return_within_72h,return_within_72h_percent,valid_event_sequences,valid_event_sequence_percent,clinician_time_available,median_arrival_to_triage_minutes,median_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_staff_hours,total_staff_hours,overtime_hours,absence_hours,clinician_staff_hours_per_arrival,completed_encounters_per_clinician_hour,mean_queue_end,max_queue_end,median_queue_end,queue_clinician_hours,holiday_flag,synthetic_special_event_flag,synthetic_flag
20240331-night,2024-03-31,night,13,22,20,2,9.0909,0,0.0,22,100.0,20,13.0,89.5,301.5,26.0,74.0,2.0,8.0,1.1818,0.7692,3.875,7,4.0,24.0,0,0,1
20240331-day,2024-03-31,day,13,43,40,3,6.9767,0,0.0,43,100.0,40,11.0,84.5,278.0,56.0,160.0,0.0,0.0,1.3023,0.7143,7.5625,9,8.0,56.0,0,0,1
20240331-evening,2024-03-31,evening,13,37,35,2,5.4054,0,0.0,37,100.0,35,12.0,96.0,294.0,40.0,128.0,0.0,0.0,1.0811,0.875,7.375,9,7.5,40.0,0,0,1
20240401-night,2024-04-01,night,14,28,25,3,10.7143,0,0.0,28,100.0,25,14.0,102.0,305.5,24.0,80.0,0.0,0.0,0.8571,1.0417,5.5,7,5.5,24.0,0,0,1
20240401-day,2024-04-01,day,14,70,67,3,4.2857,0,0.0,70,100.0,67,14.0,110.0,322.0,58.0,166.0,6.0,0.0,0.8286,1.1552,15.0,18,15.5,56.0,0,0,1
20240401-evening,2024-04-01,evening,14,44,42,2,4.5455,0,0.0,44,100.0,42,13.0,103.5,298.5,40.0,128.0,0.0,0.0,0.9091,1.05,10.125,13,10.0,40.0,0,0,1
20240402-night,2024-04-02,night,14,27,25,2,7.4074,0,0.0,27,100.0,25,13.0,105.0,303.0,24.0,80.0,0.0,0.0,0.8889,1.0417,6.25,9,6.0,24.0,0,0,1
20240402-day,2024-04-02,day,14,46,44,2,4.3478,0,0.0,46,100.0,44,12.0,93.5,295.0,48.0,144.0,0.0,16.0,1.0435,0.9167,9.0,11,9.0,48.0,0,0,1
20240402-evening,2024-04-02,evening,14,33,29,4,12.1212,0,0.0,33,100.0,29,11.0,89.0,275.0,40.0,128.0,0.0,0.0,1.2121,0.725,6.0625,9,6.0,40.0,0,0,1
20240403-night,2024-04-03,night,14,24,22,2,8.3333,0,0.0,24,100.0,22,12.0,104.0,288.0,24.0,80.0,0.0,0.0,1.0,0.9167,5.0,6,5.0,24.0,0,0,1
20240403-day,2024-04-03,day,14,48,47,1,2.0833,0,0.0,48,100.0,47,11.0,87.0,295.0,56.0,164.0,4.0,0.0,1.1667,0.8393,8.8125,11,9.0,56.0,0,0,1
20240403-evening,2024-04-03,evening,14,38,37,1,2.6316,0,0.0,38,100.0,37,12.0,97.0,296.5,40.0,128.0,0.0,0.0,1.0526,0.925,7.6875,9,8.0,40.0,0,0,1
20240404-night,2024-04-04,night,14,29,25,4,13.7931,0,0.0,29,100.0,25,14.0,103.0,309.0,24.0,80.0,0.0,0.0,0.8276,1.0417,6.25,8,6.0,24.0,0,0,1
20240404-day,2024-04-04,day,14,47,45,2,4.2553,0,0.0,47,100.0,45,11.0,87.0,289.0,56.0,160.0,0.0,0.0,1.1915,0.8036,8.5625,10,9.0,56.0,0,0,1
20240404-evening,2024-04-04,evening,14,49,44,5,10.2041,0,0.0,49,100.0,44,14.0,102.5,321.0,40.0,128.0,0.0,0.0,0.8163,1.1,10.5,13,11.0,40.0,0,0,1
20240405-night,2024-04-05,night,14,31,26,5,16.129,0,0.0,31,100.0,26,14.0,107.0,313.0,24.0,80.0,0.0,0.0,0.7742,1.0833,7.3125,9,7.0,24.0,0,0,1
20240405-day,2024-04-05,day,14,53,48,5,9.434,0,0.0,53,100.0,48,12.0,89.5,294.0,56.0,152.0,0.0,8.0,1.0566,0.8571,9.5625,12,9.5,56.0,0,0,1
20240405-evening,2024-04-05,evening,14,50,46,4,8.0,0,0.0,50,100.0,46,14.0,103.5,314.5,40.0,132.0,4.0,0.0,0.8,1.15,10.8125,12,11.0,40.0,0,0,1
20240406-night,2024-04-06,night,14,24,21,3,12.5,0,0.0,24,100.0,21,11.0,98.0,277.0,24.0,80.0,0.0,0.0,1.0,0.875,5.5,9,5.0,24.0,0,0,1
20240406-day,2024-04-06,day,14,42,37,5,11.9048,0,0.0,42,100.0,37,10.0,79.0,302.5,56.0,152.0,0.0,8.0,1.3333,0.6607,6.875,9,7.0,56.0,0,0,1
20240406-evening,2024-04-06,evening,14,42,40,2,4.7619,0,0.0,42,100.0,40,12.5,94.0,307.0,40.0,128.0,0.0,0.0,0.9524,1.0,8.1875,10,8.0,40.0,0,0,1
20240407-night,2024-04-07,night,14,27,24,3,11.1111,0,0.0,27,100.0,24,14.0,102.0,303.0,24.0,80.0,0.0,0.0,0.8889,1.0,5.8125,7,6.0,24.0,0,0,1
20240407-day,2024-04-07,day,14,35,34,1,2.8571,0,0.0,35,100.0,34,10.0,77.5,291.0,56.0,160.0,0.0,0.0,1.6,0.6071,5.875,7,6.0,56.0,0,0,1
20240407-evening,2024-04-07,evening,14,38,34,4,10.5263,0,0.0,38,100.0,34,14.0,103.0,303.5,32.0,116.0,4.0,16.0,0.8421,1.0625,7.9375,10,8.0,32.0,0,0,1
20240408-night,2024-04-08,night,15,27,25,2,7.4074,0,0.0,27,100.0,25,13.0,101.0,300.0,24.0,80.0,0.0,0.0,0.8889,1.0417,5.75,8,6.0,24.0,0,0,1
20240408-day,2024-04-08,day,15,54,50,4,7.4074,0,0.0,54,100.0,50,12.0,88.0,316.0,56.0,160.0,0.0,0.0,1.037,0.8929,9.9375,11,10.0,56.0,0,0,1
20240408-evening,2024-04-08,evening,15,42,40,2,4.7619,0,0.0,42,100.0,40,14.0,98.5,325.0,40.0,128.0,0.0,0.0,0.9524,1.0,8.3125,10,8.0,40.0,0,0,1
20240409-night,2024-04-09,night,15,25,24,1,4.0,0,0.0,25,100.0,24,12.0,94.0,301.0,24.0,80.0,0.0,0.0,0.96,1.0,5.5,8,5.0,24.0,0,0,1
20240409-day,2024-04-09,day,15,60,56,4,6.6667,0,0.0,60,100.0,56,13.0,99.5,303.5,56.0,160.0,0.0,0.0,0.9333,1.0,11.3125,14,12.0,56.0,0,0,1
20240409-evening,2024-04-09,evening,15,36,32,4,11.1111,0,0.0,36,100.0,32,11.0,88.5,284.5,42.0,134.0,6.0,0.0,1.1667,0.7619,6.9375,9,7.0,40.0,0,0,1
20240410-night,2024-04-10,night,15,36,32,4,11.1111,0,0.0,36,100.0,32,16.0,118.5,308.5,24.0,80.0,0.0,0.0,0.6667,1.3333,8.375,10,8.5,24.0,0,0,1
20240410-day,2024-04-10,day,15,53,49,4,7.5472,0,0.0,53,100.0,49,12.0,91.0,302.0,56.0,160.0,0.0,0.0,1.0566,0.875,9.75,12,10.0,56.0,0,0,1
20240410-evening,2024-04-10,evening,15,42,34,8,19.0476,0,0.0,42,100.0,34,15.0,104.5,305.5,32.0,128.0,8.0,8.0,0.7619,1.0625,8.875,10,9.0,32.0,0,0,1
20240411-night,2024-04-11,night,15,20,20,0,0.0,0,0.0,20,100.0,20,11.5,86.0,292.0,24.0,80.0,0.0,0.0,1.2,0.8333,4.0,8,4.0,24.0,0,0,1
20240411-day,2024-04-11,day,15,43,41,2,4.6512,0,0.0,43,100.0,41,11.0,80.0,277.0,56.0,160.0,0.0,0.0,1.3023,0.7321,7.0,10,7.0,56.0,0,0,1
20240411-evening,2024-04-11,evening,15,54,45,9,16.6667,0,0.0,54,100.0,45,15.0,111.0,309.0,40.0,128.0,0.0,0.0,0.7407,1.125,11.375,14,11.0,40.0,0,0,1
20240412-night,2024-04-12,night,15,33,29,4,12.1212,0,0.0,33,100.0,29,16.0,113.0,303.0,26.0,82.0,2.0,0.0,0.7879,1.1154,8.3125,11,8.0,24.0,0,0,1
20240412-day,2024-04-12,day,15,46,41,5,10.8696,0,0.0,46,100.0,41,12.0,85.0,291.0,56.0,160.0,0.0,0.0,1.2174,0.7321,8.3125,11,8.0,56.0,0,0,1
20240412-evening,2024-04-12,evening,15,44,42,2,4.5455,0,0.0,44,100.0,42,13.5,102.5,328.0,40.0,128.0,0.0,0.0,0.9091,1.05,9.0625,10,9.0,40.0,0,0,1
20240413-night,2024-04-13,night,15,28,25,3,10.7143,0,0.0,28,100.0,25,13.0,101.0,287.5,24.0,80.0,0.0,0.0,0.8571,1.0417,6.375,7,6.0,24.0,0,0,1
20240413-day,2024-04-13,day,15,41,40,1,2.439,0,0.0,41,100.0,40,10.0,81.0,284.0,58.0,154.0,2.0,8.0,1.4146,0.6897,6.8125,8,7.0,56.0,0,0,1
20240413-evening,2024-04-13,evening,15,38,33,5,13.1579,0,0.0,38,100.0,33,12.0,93.0,289.0,40.0,128.0,0.0,0.0,1.0526,0.825,7.25,9,7.0,40.0,0,0,1
20240414-night,2024-04-14,night,15,24,20,4,16.6667,0,0.0,24,100.0,20,12.0,94.5,305.5,24.0,80.0,0.0,0.0,1.0,0.8333,4.75,6,5.0,24.0,0,0,1
20240414-day,2024-04-14,day,15,49,42,7,14.2857,0,0.0,49,100.0,42,11.0,89.0,274.0,58.0,154.0,2.0,8.0,1.1837,0.7241,8.875,11,9.0,56.0,0,0,1
20240414-evening,2024-04-14,evening,15,33,29,4,12.1212,0,0.0,33,100.0,29,10.0,80.0,306.0,40.0,128.0,0.0,0.0,1.2121,0.725,5.9375,9,6.0,40.0,0,0,1
20240415-night,2024-04-15,night,16,32,31,1,3.125,0,0.0,32,100.0,31,14.0,107.0,327.5,24.0,80.0,0.0,0.0,0.75,1.2917,6.75,8,7.0,24.0,0,0,1
20240415-day,2024-04-15,day,16,60,52,8,13.3333,0,0.0,60,100.0,52,12.0,97.0,281.5,56.0,160.0,0.0,0.0,0.9333,0.9286,12.3125,14,13.0,56.0,0,0,1
20240415-evening,2024-04-15,evening,16,31,29,2,6.4516,0,0.0,31,100.0,29,12.0,93.0,301.0,32.0,128.0,8.0,8.0,1.0323,0.9063,6.375,9,6.0,32.0,0,0,1
20240416-night,2024-04-16,night,16,22,17,5,22.7273,0,0.0,22,100.0,17,12.5,82.0,292.0,24.0,80.0,0.0,0.0,1.0909,0.7083,4.0625,5,4.0,24.0,0,0,1
20240416-day,2024-04-16,day,16,48,47,1,2.0833,0,0.0,48,100.0,47,11.5,85.0,306.0,56.0,160.0,0.0,0.0,1.1667,0.8393,8.0,9,8.0,56.0,0,0,1
20240416-evening,2024-04-16,evening,16,42,39,3,7.1429,0,0.0,42,100.0,39,15.0,102.0,324.5,32.0,120.0,0.0,8.0,0.7619,1.2188,8.375,9,8.0,32.0,0,0,1
20240417-night,2024-04-17,night,16,27,25,2,7.4074,0,0.0,27,100.0,25,13.0,98.0,306.0,24.0,72.0,0.0,8.0,0.8889,1.0417,6.0625,8,6.0,24.0,0,0,1
20240417-day,2024-04-17,day,16,43,43,0,0.0,0,0.0,43,100.0,43,11.0,84.0,289.0,58.0,162.0,2.0,0.0,1.3488,0.7414,7.625,10,8.0,56.0,0,0,1
20240417-evening,2024-04-17,evening,16,39,37,2,5.1282,0,0.0,39,100.0,37,12.0,95.0,286.0,40.0,128.0,0.0,0.0,1.0256,0.925,7.5,10,7.0,40.0,0,0,1
20240418-night,2024-04-18,night,16,36,28,8,22.2222,0,0.0,36,100.0,28,16.5,115.0,323.0,24.0,72.0,0.0,8.0,0.6667,1.1667,7.875,10,8.0,24.0,0,0,1
20240418-day,2024-04-18,day,16,50,46,4,8.0,0,0.0,50,100.0,46,12.0,97.5,286.5,56.0,160.0,0.0,0.0,1.12,0.8214,9.9375,12,10.0,56.0,0,0,1
20240418-evening,2024-04-18,evening,16,36,35,1,2.7778,0,0.0,36,100.0,35,12.0,92.0,306.5,40.0,132.0,4.0,0.0,1.1111,0.875,6.875,9,7.0,40.0,0,0,1
20240419-night,2024-04-19,night,16,32,28,4,12.5,0,0.0,32,100.0,28,15.0,108.0,317.0,24.0,80.0,0.0,0.0,0.75,1.1667,7.0,8,7.0,24.0,0,0,1
20240419-day,2024-04-19,day,16,49,45,4,8.1633,0,0.0,49,100.0,45,12.0,90.0,288.0,56.0,160.0,0.0,0.0,1.1429,0.8036,9.1875,11,9.0,56.0,0,0,1
20240419-evening,2024-04-19,evening,16,48,43,5,10.4167,0,0.0,48,100.0,43,14.0,102.0,317.0,40.0,120.0,0.0,8.0,0.8333,1.075,10.3125,12,10.5,40.0,0,0,1
20240420-night,2024-04-20,night,16,23,22,1,4.3478,0,0.0,23,100.0,22,12.0,90.5,312.0,24.0,80.0,0.0,0.0,1.0435,0.9167,4.8125,9,4.5,24.0,0,0,1
20240420-day,2024-04-20,day,16,50,45,5,10.0,0,0.0,50,100.0,45,11.5,91.0,281.5,56.0,152.0,0.0,8.0,1.12,0.8036,8.75,11,9.0,56.0,0,0,1
20240420-evening,2024-04-20,evening,16,31,28,3,9.6774,0,0.0,31,100.0,28,11.0,87.0,308.0,40.0,128.0,0.0,0.0,1.2903,0.7,6.0,8,6.0,40.0,0,0,1
20240421-night,2024-04-21,night,16,23,19,4,17.3913,0,0.0,23,100.0,19,13.0,93.0,278.0,24.0,84.0,4.0,0.0,1.0435,0.7917,4.125,5,4.0,24.0,0,0,1
20240421-day,2024-04-21,day,16,48,46,2,4.1667,0,0.0,48,100.0,46,11.0,91.5,279.0,58.0,166.0,6.0,0.0,1.2083,0.7931,8.9375,10,9.0,56.0,0,0,1
20240421-evening,2024-04-21,evening,16,41,35,6,14.6341,0,0.0,41,100.0,35,12.0,94.0,298.0,40.0,128.0,0.0,0.0,0.9756,0.875,8.125,11,8.0,40.0,0,0,1
20240422-night,2024-04-22,night,17,31,29,2,6.4516,0,0.0,31,100.0,29,14.0,113.0,329.0,24.0,80.0,0.0,0.0,0.7742,1.2083,7.25,8,7.0,24.0,0,0,1
20240422-day,2024-04-22,day,17,51,47,4,7.8431,0,0.0,51,100.0,47,13.0,90.0,293.0,56.0,160.0,0.0,0.0,1.098,0.8393,9.375,11,9.5,56.0,0,0,1
20240422-evening,2024-04-22,evening,17,66,59,7,10.6061,0,0.0,66,100.0,59,17.0,122.0,342.0,40.0,132.0,4.0,0.0,0.6061,1.475,15.6875,18,16.0,40.0,0,0,1
20240423-night,2024-04-23,night,17,12,12,0,0.0,0,0.0,12,100.0,12,8.0,72.5,299.5,24.0,80.0,0.0,8.0,2.0,0.5,3.375,12,2.0,24.0,0,0,1
20240423-day,2024-04-23,day,17,40,37,3,7.5,0,0.0,40,100.0,37,11.0,86.0,289.0,56.0,160.0,0.0,0.0,1.4,0.6607,6.75,8,7.0,56.0,0,0,1
20240423-evening,2024-04-23,evening,17,53,43,10,18.8679,0,0.0,53,100.0,43,15.0,112.0,305.0,40.0,128.0,0.0,0.0,0.7547,1.075,10.875,14,11.0,40.0,0,0,1
20240424-night,2024-04-24,night,17,31,25,6,19.3548,0,0.0,31,100.0,25,15.0,101.0,306.0,24.0,80.0,0.0,0.0,0.7742,1.0417,6.9375,9,6.5,24.0,0,0,1
20240424-day,2024-04-24,day,17,46,43,3,6.5217,0,0.0,46,100.0,43,12.0,90.0,308.0,50.0,154.0,2.0,8.0,1.087,0.86,8.4375,11,8.0,48.0,0,0,1
20240424-evening,2024-04-24,evening,17,48,42,6,12.5,0,0.0,48,100.0,42,14.0,105.0,312.5,40.0,132.0,4.0,0.0,0.8333,1.05,10.1875,11,10.0,40.0,0,0,1
20240425-night,2024-04-25,night,17,31,29,2,6.4516,0,0.0,31,100.0,29,14.0,107.0,318.0,24.0,80.0,0.0,0.0,0.7742,1.2083,7.0625,10,7.0,24.0,0,0,1
20240425-day,2024-04-25,day,17,51,47,4,7.8431,0,0.0,51,100.0,47,12.0,91.0,292.0,56.0,160.0,0.0,0.0,1.098,0.8393,9.625,11,10.0,56.0,0,0,1
20240425-evening,2024-04-25,evening,17,31,30,1,3.2258,0,0.0,31,100.0,30,12.0,87.0,301.0,32.0,116.0,4.0,16.0,1.0323,0.9375,5.8125,7,6.0,32.0,0,0,1
20240426-night,2024-04-26,night,17,29,27,2,6.8966,0,0.0,29,100.0,27,14.0,105.0,317.0,24.0,80.0,0.0,0.0,0.8276,1.125,6.1875,8,6.0,24.0,0,0,1
20240426-day,2024-04-26,day,17,53,51,2,3.7736,0,0.0,53,100.0,51,12.0,91.0,296.0,56.0,160.0,0.0,0.0,1.0566,0.9107,9.875,11,10.0,56.0,0,0,1
20240426-evening,2024-04-26,evening,17,49,46,3,6.1224,0,0.0,49,100.0,46,14.0,105.5,315.0,40.0,128.0,0.0,0.0,0.8163,1.15,10.4375,12,10.0,40.0,0,0,1
20240427-night,2024-04-27,night,17,18,17,1,5.5556,0,0.0,18,100.0,17,12.0,81.0,331.0,24.0,80.0,0.0,0.0,1.3333,0.7083,3.8125,9,3.0,24.0,0,0,1
20240427-day,2024-04-27,day,17,43,39,4,9.3023,0,0.0,43,100.0,39,10.0,84.0,284.0,56.0,160.0,0.0,0.0,1.3023,0.6964,7.25,8,7.0,56.0,0,0,1
20240427-evening,2024-04-27,evening,17,46,40,6,13.0435,0,0.0,46,100.0,40,13.5,100.0,304.0,40.0,128.0,0.0,0.0,0.8696,1.0,9.0625,11,9.0,40.0,0,0,1
20240428-night,2024-04-28,night,17,25,23,2,8.0,0,0.0,25,100.0,23,12.0,98.0,315.0,24.0,80.0,0.0,0.0,0.96,0.9583,5.1875,7,5.0,24.0,0,0,1
20240428-day,2024-04-28,day,17,45,41,4,8.8889,0,0.0,45,100.0,41,10.0,86.0,289.0,56.0,164.0,4.0,0.0,1.2444,0.7321,7.75,9,8.0,56.0,0,0,1
20240428-evening,2024-04-28,evening,17,35,33,2,5.7143,0,0.0,35,100.0,33,13.0,95.0,282.0,40.0,128.0,0.0,0.0,1.1429,0.825,6.9375,8,7.0,40.0,0,0,1
20240429-night,2024-04-29,night,18,28,25,3,10.7143,0,0.0,28,100.0,25,13.0,106.0,304.0,26.0,82.0,2.0,8.0,0.9286,0.9615,6.4375,8,6.0,24.0,0,0,1
20240429-day,2024-04-29,day,18,64,57,7,10.9375,0,0.0,64,100.0,57,13.0,97.0,305.5,56.0,160.0,0.0,0.0,0.875,1.0179,12.625,15,12.5,56.0,0,0,1
20240429-evening,2024-04-29,evening,18,47,44,3,6.383,0,0.0,47,100.0,44,13.0,104.0,302.0,40.0,128.0,0.0,0.0,0.8511,1.1,10.3125,12,10.5,40.0,0,0,1
20240430-night,2024-04-30,night,18,25,24,1,4.0,0,0.0,25,100.0,24,13.0,100.5,280.0,24.0,80.0,0.0,0.0,0.96,1.0,5.875,9,6.0,24.0,0,0,1
20240430-day,2024-04-30,day,18,50,49,1,2.0,0,0.0,50,100.0,49,12.0,89.0,301.5,56.0,160.0,0.0,0.0,1.12,0.875,9.0625,11,9.0,56.0,0,0,1
20240430-evening,2024-04-30,evening,18,37,33,4,10.8108,0,0.0,37,100.0,33,12.0,96.0,294.0,42.0,130.0,2.0,0.0,1.1351,0.7857,7.0,10,7.0,40.0,0,0,1
20240501-night,2024-05-01,night,18,32,30,2,6.25,0,0.0,32,100.0,30,15.0,107.0,319.0,24.0,80.0,0.0,0.0,0.75,1.25,7.3125,8,8.0,24.0,0,0,1
20240501-day,2024-05-01,day,18,49,44,5,10.2041,0,0.0,49,100.0,44,12.0,90.5,286.0,56.0,160.0,0.0,0.0,1.1429,0.7857,9.125,11,9.0,56.0,0,0,1
20240501-evening,2024-05-01,evening,18,42,37,5,11.9048,0,0.0,42,100.0,37,14.0,99.0,298.0,40.0,128.0,0.0,0.0,0.9524,0.925,8.5625,10,8.5,40.0,0,0,1
20240502-night,2024-05-02,night,18,29,28,1,3.4483,0,0.0,29,100.0,28,14.0,101.0,311.0,26.0,82.0,2.0,0.0,0.8966,1.0769,6.375,8,6.5,24.0,0,0,1
20240502-day,2024-05-02,day,18,43,43,0,0.0,0,0.0,43,100.0,43,11.0,84.0,297.0,56.0,160.0,0.0,0.0,1.3023,0.7679,7.5,9,7.5,56.0,0,0,1
20240502-evening,2024-05-02,evening,18,45,43,2,4.4444,0,0.0,45,100.0,43,13.0,100.0,303.0,40.0,128.0,0.0,0.0,0.8889,1.075,9.0,10,9.0,40.0,0,0,1
20240503-night,2024-05-03,night,18,32,28,4,12.5,0,0.0,32,100.0,28,15.0,114.0,300.0,26.0,78.0,6.0,8.0,0.8125,1.0769,7.3125,9,7.0,24.0,0,0,1
20240503-day,2024-05-03,day,18,45,44,1,2.2222,0,0.0,45,100.0,44,11.0,85.0,288.0,58.0,154.0,2.0,8.0,1.2889,0.7586,8.4375,10,9.0,56.0,0,0,1
20240503-evening,2024-05-03,evening,18,41,35,6,14.6341,0,0.0,41,100.0,35,13.0,93.0,317.0,40.0,128.0,0.0,0.0,0.9756,0.875,7.875,10,8.0,40.0,0,0,1
20240504-night,2024-05-04,night,18,21,21,0,0.0,0,0.0,21,100.0,21,12.0,85.0,337.0,24.0,80.0,0.0,0.0,1.1429,0.875,4.1875,6,4.0,24.0,0,0,1
20240504-day,2024-05-04,day,18,52,51,1,1.9231,0,0.0,52,100.0,51,12.0,92.0,294.0,56.0,152.0,0.0,8.0,1.0769,0.9107,9.8125,12,10.5,56.0,0,0,1
20240504-evening,2024-05-04,evening,18,52,49,3,5.7692,0,0.0,52,100.0,49,14.0,108.0,319.5,40.0,128.0,0.0,0.0,0.7692,1.225,11.25,13,11.0,40.0,0,0,1
20240505-night,2024-05-05,night,18,14,14,0,0.0,0,0.0,14,100.0,14,9.5,81.5,289.5,24.0,80.0,0.0,0.0,1.7143,0.5833,3.25,10,3.0,24.0,0,0,1
20240505-day,2024-05-05,day,18,51,49,2,3.9216,0,0.0,51,100.0,49,12.0,90.0,283.0,58.0,162.0,2.0,0.0,1.1373,0.8448,9.375,13,9.0,56.0,0,0,1
20240505-evening,2024-05-05,evening,18,43,39,4,9.3023,0,0.0,43,100.0,39,12.0,99.0,312.0,40.0,128.0,0.0,0.0,0.9302,0.975,8.3125,10,8.0,40.0,0,0,1
20240506-night,2024-05-06,night,19,32,30,2,6.25,0,0.0,32,100.0,30,15.0,111.0,318.5,24.0,80.0,0.0,0.0,0.75,1.25,7.25,9,7.0,24.0,0,0,1
20240506-day,2024-05-06,day,19,51,49,2,3.9216,0,0.0,51,100.0,49,12.0,89.0,297.0,56.0,160.0,0.0,0.0,1.098,0.875,9.3125,12,9.0,56.0,0,0,1
20240506-evening,2024-05-06,evening,19,45,40,5,11.1111,0,0.0,45,100.0,40,14.0,97.5,306.0,42.0,130.0,2.0,0.0,0.9333,0.9524,9.125,11,9.0,40.0,0,0,1
20240507-night,2024-05-07,night,19,34,28,6,17.6471,0,0.0,34,100.0,28,16.0,109.5,299.5,24.0,80.0,0.0,0.0,0.7059,1.1667,8.0625,10,8.0,24.0,0,0,1
20240507-day,2024-05-07,day,19,61,59,2,3.2787,0,0.0,61,100.0,59,13.0,99.0,301.0,58.0,158.0,6.0,8.0,0.9508,1.0172,12.4375,14,12.5,56.0,0,0,1
20240507-evening,2024-05-07,evening,19,47,44,3,6.383,0,0.0,47,100.0,44,14.0,102.0,308.0,42.0,134.0,6.0,0.0,0.8936,1.0476,10.625,14,11.0,40.0,0,0,1
20240508-night,2024-05-08,night,19,22,20,2,9.0909,0,0.0,22,100.0,20,12.0,90.0,296.5,24.0,80.0,0.0,0.0,1.0909,0.8333,4.375,8,4.0,24.0,0,0,1
20240508-day,2024-05-08,day,19,55,53,2,3.6364,0,0.0,55,100.0,53,12.0,93.0,305.0,56.0,160.0,0.0,0.0,1.0182,0.9464,10.25,12,11.0,56.0,0,0,1
20240508-evening,2024-05-08,evening,19,53,48,5,9.434,0,0.0,53,100.0,48,15.0,111.0,307.0,40.0,128.0,0.0,0.0,0.7547,1.2,12.25,15,12.0,40.0,0,0,1
20240509-night,2024-05-09,night,19,30,29,1,3.3333,0,0.0,30,100.0,29,14.0,106.0,328.0,24.0,80.0,0.0,8.0,0.8,1.2083,7.0,10,7.0,24.0,0,0,1
20240509-day,2024-05-09,day,19,46,41,5,10.8696,0,0.0,46,100.0,41,11.0,83.0,281.5,58.0,154.0,2.0,8.0,1.2609,0.7069,7.8125,10,8.0,56.0,0,0,1
20240509-evening,2024-05-09,evening,19,54,48,6,11.1111,0,0.0,54,100.0,48,14.0,111.0,303.0,42.0,130.0,2.0,0.0,0.7778,1.1429,11.6875,14,12.0,40.0,0,0,1
20240510-night,2024-05-10,night,19,30,26,4,13.3333,0,0.0,30,100.0,26,15.0,112.0,289.5,24.0,80.0,0.0,0.0,0.8,1.0833,7.25,11,7.0,24.0,0,0,1
20240510-day,2024-05-10,day,19,58,52,6,10.3448,0,0.0,58,100.0,52,13.0,98.0,323.5,56.0,160.0,0.0,0.0,0.9655,0.9286,11.0,13,11.0,56.0,0,0,1
20240510-evening,2024-05-10,evening,19,45,40,5,11.1111,0,0.0,45,100.0,40,13.0,105.0,326.0,40.0,128.0,0.0,0.0,0.8889,1.0,10.0,11,10.0,40.0,0,0,1
20240511-night,2024-05-11,night,19,23,23,0,0.0,0,0.0,23,100.0,23,12.0,91.0,316.0,24.0,80.0,0.0,0.0,1.0435,0.9583,5.0,8,5.0,24.0,0,0,1
20240511-day,2024-05-11,day,19,56,52,4,7.1429,0,0.0,56,100.0,52,13.0,99.5,308.5,56.0,160.0,0.0,0.0,1.0,0.9286,10.875,13,11.0,56.0,0,0,1
20240511-evening,2024-05-11,evening,19,34,28,6,17.6471,0,0.0,34,100.0,28,11.0,96.0,274.0,40.0,128.0,0.0,0.0,1.1765,0.7,6.6875,9,7.0,40.0,0,0,1
20240512-night,2024-05-12,night,19,23,20,3,13.0435,0,0.0,23,100.0,20,12.0,92.0,295.0,24.0,80.0,0.0,0.0,1.0435,0.8333,4.4375,7,4.5,24.0,0,0,1
20240512-day,2024-05-12,day,19,39,33,6,15.3846,0,0.0,39,100.0,33,11.0,81.0,253.0,56.0,164.0,4.0,0.0,1.4359,0.5893,6.375,9,6.0,56.0,0,0,1
20240512-evening,2024-05-12,evening,19,38,35,3,7.8947,0,0.0,38,100.0,35,14.0,105.0,312.5,32.0,120.0,0.0,8.0,0.8421,1.0938,7.75,9,8.0,32.0,0,0,1
20240513-night,2024-05-13,night,20,26,25,1,3.8462,0,0.0,26,100.0,25,12.0,95.0,316.0,24.0,80.0,0.0,0.0,0.9231,1.0417,5.375,7,5.0,24.0,0,0,1
20240513-day,2024-05-13,day,20,47,45,2,4.2553,0,0.0,47,100.0,45,11.0,84.0,305.0,56.0,164.0,4.0,0.0,1.1915,0.8036,8.25,10,8.5,56.0,0,0,1
20240513-evening,2024-05-13,evening,20,39,36,3,7.6923,0,0.0,39,100.0,36,15.0,99.0,323.0,34.0,122.0,2.0,8.0,0.8718,1.0588,7.9375,11,8.0,32.0,0,0,1
20240514-night,2024-05-14,night,20,28,26,2,7.1429,0,0.0,28,100.0,26,13.0,104.0,325.0,24.0,80.0,0.0,0.0,0.8571,1.0833,6.0625,8,6.0,24.0,0,0,1
20240514-day,2024-05-14,day,20,46,45,1,2.1739,0,0.0,46,100.0,45,12.0,83.0,306.0,56.0,156.0,4.0,8.0,1.2174,0.8036,8.3125,10,8.0,56.0,0,0,1
20240514-evening,2024-05-14,evening,20,30,27,3,10.0,0,0.0,30,100.0,27,11.0,85.0,279.0,40.0,128.0,0.0,0.0,1.3333,0.675,5.625,7,5.5,40.0,0,0,1
20240515-night,2024-05-15,night,20,25,25,0,0.0,0,0.0,25,100.0,25,13.0,93.0,312.0,24.0,84.0,4.0,0.0,0.96,1.0417,4.8125,7,5.0,24.0,0,0,1
