year,stateabbr,statedesc,locationname,locationid,measureid,measure,data_value_type,datavaluetypeid,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,data_value_footnote_symbol,data_value_footnote
2022,AR,Arkansas,Craighead,05031,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,33.1,28.8,37.7,113017,84884,,
2022,AR,Arkansas,Crawford,05033,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,30.0,26.0,34.3,61075,46441,,
2022,AR,Arkansas,Crawford,05033,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,31.6,27.4,36.0,61075,46441,,
2022,AR,Arkansas,Crittenden,05035,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.7,31.1,40.7,47061,34396,,
2022,AR,Arkansas,Crittenden,05035,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.8,31.3,40.8,47061,34396,,
2022,AR,Arkansas,Cross,05037,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.9,28.3,37.6,16601,12703,,
2022,AR,Arkansas,Cross,05037,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.4,29.7,39.2,16601,12703,,
2022,AR,Arkansas,Dallas,05039,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.1,30.1,40.4,6191,4962,,
2022,AR,Arkansas,Dallas,05039,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.9,32.7,43.3,6191,4962,,
2022,AR,Arkansas,Desha,05041,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,41.0,35.9,46.1,10771,8099,,
2022,AR,Arkansas,Desha,05041,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,42.4,37.1,47.6,10771,8099,,
2022,AR,Arkansas,Drew,05043,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.9,29.4,39.3,16911,13179,,
2022,AR,Arkansas,Drew,05043,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.4,29.8,39.8,16911,13179,,
2022,AR,Arkansas,Faulkner,05045,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,25.5,22.0,28.9,127665,99253,,
2022,AR,Arkansas,Faulkner,05045,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.6,21.3,28.0,127665,99253,,
2022,AR,Arkansas,Franklin,05047,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.5,30.4,40.8,17271,13428,,
2022,AR,Arkansas,Franklin,05047,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.1,31.8,42.5,17271,13428,,
2022,AR,Arkansas,Fulton,05049,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,37.5,32.2,42.3,12382,9746,,
2022,AR,Arkansas,Fulton,05049,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,41.4,36.1,46.4,12382,9746,,
2022,AR,Arkansas,Garland,05051,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,28.0,24.2,32.1,100089,80594,,
2022,AR,Arkansas,Garland,05051,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,30.1,26.2,34.5,100089,80594,,
2022,AR,Arkansas,Grant,05053,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,30.0,25.5,34.6,18160,14212,,
2022,AR,Arkansas,Grant,05053,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,30.9,26.3,35.5,18160,14212,,
2022,AR,Arkansas,Greene,05055,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.1,28.8,38.0,46448,35423,,
2022,AR,Arkansas,Greene,05055,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.3,29.9,39.2,46448,35423,,
2022,AR,Arkansas,Hempstead,05057,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.9,28.3,37.8,19453,14606,,
2022,AR,Arkansas,Hempstead,05057,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.3,29.6,39.3,19453,14606,,
2022,AR,Arkansas,Hot Spring,05059,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.0,27.6,36.6,33203,26866,,
2022,AR,Arkansas,Hot Spring,05059,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,33.6,29.1,38.2,33203,26866,,
2022,AR,Arkansas,Howard,05061,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.0,26.4,35.8,12557,9352,,
2022,AR,Arkansas,Howard,05061,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,31.6,27.0,36.4,12557,9352,,
2022,AR,Arkansas,Independence,05063,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.1,29.3,39.0,37945,28806,,
2022,AR,Arkansas,Independence,05063,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.7,29.8,39.6,37945,28806,,
2022,AR,Arkansas,Izard,05065,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.3,26.8,36.2,14048,11539,,
2022,AR,Arkansas,Izard,05065,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,32.4,28.0,37.3,14048,11539,,
2022,AR,Arkansas,Jackson,05067,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,36.8,32.0,41.7,16624,13317,,
2022,AR,Arkansas,Jackson,05067,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.6,32.8,42.6,16624,13317,,
2022,AR,Arkansas,Jefferson,05069,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.4,31.0,40.0,64246,50524,,
2022,AR,Arkansas,Jefferson,05069,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.4,31.0,40.0,64246,50524,,
2022,AR,Arkansas,Johnson,05071,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,37.0,31.9,42.5,26001,19674,,
2022,AR,Arkansas,Johnson,05071,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,38.4,33.1,43.9,26001,19674,,
2022,AR,Arkansas,Lafayette,05073,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,39.0,33.8,44.4,6101,4971,,
2022,AR,Arkansas,Lafayette,05073,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,42.1,36.8,47.6,6101,4971,,
2022,AR,Arkansas,Lawrence,05075,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.2,30.4,40.1,16205,12618,,
2022,AR,Arkansas,Lawrence,05075,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,36.7,31.8,41.6,16205,12618,,
2022,AR,Arkansas,Lee,05077,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,39.5,34.1,44.7,8364,6854,,
2022,AR,Arkansas,Lee,05077,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,40.9,35.4,46.2,8364,6854,,
2022,AR,Arkansas,Lincoln,05079,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,36.4,31.4,41.5,12916,10898,,
2022,AR,Arkansas,Lincoln,05079,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,36.3,31.3,41.4,12916,10898,,
2022,AR,Arkansas,Little River,05081,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.1,27.0,37.6,11821,9241,,
2022,AR,Arkansas,Little River,05081,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,33.6,28.5,39.2,11821,9241,,
2022,AR,Arkansas,Logan,05083,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.4,27.7,37.2,21253,16839,,
2022,AR,Arkansas,Logan,05083,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.2,30.3,40.1,21253,16839,,
2022,AR,Arkansas,Lonoke,05085,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,26.1,22.3,30.3,75225,56799,,
2022,AR,Arkansas,Lonoke,05085,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,27.0,23.1,31.2,75225,56799,,
2022,AR,Arkansas,Madison,05087,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.3,29.5,39.3,17486,13373,,
2022,AR,Arkansas,Madison,05087,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.8,30.9,41.0,17486,13373,,
2022,AR,Arkansas,Marion,05089,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,29.1,24.9,33.9,17254,14040,,
2022,AR,Arkansas,Marion,05089,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,33.3,28.8,38.5,17254,14040,,
2022,AR,Arkansas,Miller,05091,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.0,30.2,39.9,42552,32501,,
2022,AR,Arkansas,Miller,05091,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.5,30.8,40.4,42552,32501,,
2022,AR,Arkansas,Mississippi,05093,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,37.5,32.5,42.8,38896,28853,,
2022,AR,Arkansas,Mississippi,05093,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,38.6,33.6,44.0,38896,28853,,
2022,AR,Arkansas,Monroe,05095,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,38.1,33.1,43.5,6564,5069,,
2022,AR,Arkansas,Monroe,05095,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,41.3,36.2,46.9,6564,5069,,
2022,AR,Arkansas,Montgomery,05097,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.3,26.6,36.1,8556,7012,,
2022,AR,Arkansas,Montgomery,05097,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.3,30.2,40.5,8556,7012,,
2022,AR,Arkansas,Nevada,05099,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.2,30.4,40.6,8181,6364,,
2022,AR,Arkansas,Nevada,05099,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.2,32.2,42.7,8181,6364,,
2022,AR,Arkansas,Newton,05101,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.2,28.4,38.4,7078,5757,,
2022,AR,Arkansas,Newton,05101,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.9,31.0,41.3,7078,5757,,
2022,AR,Arkansas,Ouachita,05103,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.4,28.9,38.1,22049,17132,,
2022,AR,Arkansas,Ouachita,05103,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.4,30.7,40.2,22049,17132,,
2022,AR,Arkansas,Perry,05105,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,30.2,25.6,35.1,10063,7925,,
2022,AR,Arkansas,Perry,05105,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,32.2,27.4,37.3,10063,7925,,
2022,AR,Arkansas,Phillips,05107,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,41.6,36.6,46.6,15304,11406,,
2022,AR,Arkansas,Phillips,05107,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,43.6,38.6,48.6,15304,11406,,
2022,AR,Arkansas,Pike,05109,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.9,27.2,36.9,10179,7920,,
2022,AR,Arkansas,Pike,05109,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,33.2,28.4,38.3,10179,7920,,
2022,AR,Arkansas,Poinsett,05111,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,36.7,31.6,41.7,22495,17104,,
2022,AR,Arkansas,Poinsett,05111,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.7,32.6,42.8,22495,17104,,
2022,AR,Arkansas,Polk,05113,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.2,27.7,37.0,19337,15084,,
2022,AR,Arkansas,Polk,05113,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.5,29.8,39.4,19337,15084,,
2022,AR,Arkansas,Pope,05115,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,28.5,24.8,32.5,64065,49399,,
2022,AR,Arkansas,Pope,05115,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,28.9,25.2,32.8,64065,49399,,
2022,AR,Arkansas,Prairie,05117,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.3,29.2,39.5,8069,6413,,
2022,AR,Arkansas,Prairie,05117,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.3,30.1,40.6,8069,6413,,
2022,AR,Arkansas,Pulaski,05119,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,26.7,23.8,30.0,399145,307676,,
2022,AR,Arkansas,Pulaski,05119,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,27.4,24.5,30.7,399145,307676,,
2022,AR,Arkansas,Randolph,05121,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.8,29.4,38.6,18837,14222,,
2022,AR,Arkansas,Randolph,05121,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,36.1,31.6,41.0,18837,14222,,
2022,AR,Arkansas,St. Francis,05123,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,40.7,36.1,45.3,22451,17669,,
2022,AR,Arkansas,St. Francis,05123,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,40.8,36.3,45.4,22451,17669,,
2022,AR,Arkansas,Saline,05125,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,25.0,21.4,29.0,127357,98378,,
2022,AR,Arkansas,Saline,05125,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,26.5,22.7,30.6,127357,98378,,
2022,AR,Arkansas,Scott,05127,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.4,27.6,37.4,9805,7554,,
2022,AR,Arkansas,Scott,05127,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.3,30.3,40.5,9805,7554,,
2022,AR,Arkansas,Searcy,05129,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.6,30.7,40.8,7918,6329,,
2022,AR,Arkansas,Searcy,05129,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,38.8,33.7,44.1,7918,6329,,
2022,AR,Arkansas,Sebastian,05131,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.3,29.2,37.6,129059,98606,,
2022,AR,Arkansas,Sebastian,05131,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,34.5,30.3,38.9,129059,98606,,
2022,AR,Arkansas,Sevier,05133,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.4,29.6,39.5,15686,11258,,
2022,AR,Arkansas,Sevier,05133,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.3,30.4,40.4,15686,11258,,
2022,AR,Arkansas,Sharp,05135,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.8,30.9,41.1,17810,14115,,
2022,AR,Arkansas,Sharp,05135,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.2,32.1,42.4,17810,14115,,
2022,AR,Arkansas,Stone,05137,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,33.5,28.8,38.2,12575,10116,,
2022,AR,Arkansas,Stone,05137,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,36.5,31.6,41.4,12575,10116,,
2022,AR,Arkansas,Union,05139,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.3,26.9,35.7,37752,28789,,
2022,AR,Arkansas,Union,05139,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,32.7,28.2,37.1,37752,28789,,
2022,AR,Arkansas,Van Buren,05141,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.9,29.8,39.8,16102,13026,,
2022,AR,Arkansas,Van Buren,05141,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,38.2,32.9,43.3,16102,13026,,
2022,AR,Arkansas,Washington,05143,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,28.4,25.0,31.7,256054,196886,,
2022,AR,Arkansas,Washington,05143,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,27.8,24.4,31.0,256054,196886,,
2022,AR,Arkansas,White,05145,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,34.2,29.8,38.9,77755,59836,,
2022,AR,Arkansas,White,05145,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,35.9,31.4,40.7,77755,59836,,
2022,AR,Arkansas,Woodruff,05147,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.9,30.8,40.9,6049,4743,,
2022,AR,Arkansas,Woodruff,05147,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,37.9,32.7,43.0,6049,4743,,
2022,AR,Arkansas,Yell,05149,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,35.2,30.4,40.3,20129,15366,,
2022,AR,Arkansas,Yell,05149,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,36.9,32.0,42.1,20129,15366,,
2022,CA,California,Alameda,06001,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,18.8,16.2,21.6,1628997,1311253,,
2022,CA,California,Alameda,06001,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,19.1,16.4,21.9,1628997,1311253,,
2022,CA,California,Alpine,06003,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,18.1,14.9,21.6,1190,998,,
2022,CA,California,Alpine,06003,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,18.8,15.5,22.4,1190,998,,
2022,CA,California,Amador,06005,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,18.9,15.7,22.4,41412,35068,,
2022,CA,California,Amador,06005,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,21.0,17.5,24.8,41412,35068,,
2022,CA,California,Butte,06007,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,22.5,18.8,26.4,207303,165784,,
2022,CA,California,Butte,06007,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,22.7,19.0,26.7,207303,165784,,
2022,CA,California,Calaveras,06009,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,20.1,16.7,23.6,46563,38508,,
2022,CA,California,Calaveras,06009,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,22.4,18.7,26.2,46563,38508,,
2022,CA,California,Colusa,06011,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,27.2,22.8,31.6,21914,16137,,
2022,CA,California,Colusa,06011,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,27.8,23.4,32.3,21914,16137,,
2022,CA,California,Contra Costa,06013,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,18.6,15.8,21.5,1156966,906227,,
2022,CA,California,Contra Costa,06013,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,19.4,16.6,22.4,1156966,906227,,
2022,CA,California,Del Norte,06015,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,26.5,22.2,31.2,27082,21423,,
2022,CA,California,Del Norte,06015,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,28.0,23.5,32.9,27082,21423,,
2022,CA,California,El Dorado,06017,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,15.2,12.6,18.4,192646,155421,,
2022,CA,California,El Dorado,06017,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,16.1,13.4,19.3,192646,155421,,
2022,CA,California,Fresno,06019,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,26.1,22.6,29.9,1015190,734510,,
2022,CA,California,Fresno,06019,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,26.1,22.6,29.8,1015190,734510,,
2022,CA,California,Glenn,06021,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,26.5,22.7,30.8,28339,20780,,
2022,CA,California,Glenn,06021,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,27.0,23.1,31.3,28339,20780,,
2022,CA,California,Humboldt,06023,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,21.7,18.2,25.6,135010,110011,,
2022,CA,California,Humboldt,06023,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,21.6,18.1,25.5,135010,110011,,
2022,CA,California,Imperial,06025,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,32.3,27.7,37.1,178713,128478,,
2022,CA,California,Imperial,06025,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,32.5,27.8,37.3,178713,128478,,
2022,CA,California,Inyo,06027,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,19.7,16.2,23.5,18718,14942,,
2022,CA,California,Inyo,06027,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,21.0,17.3,24.9,18718,14942,,
2022,CA,California,Kern,06029,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,30.8,26.9,34.8,916108,655754,,
2022,CA,California,Kern,06029,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,30.5,26.6,34.4,916108,655754,,
2022,CA,California,Kings,06031,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,29.8,25.4,34.4,152981,112177,,
2022,CA,California,Kings,06031,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,29.0,24.7,33.7,152981,112177,,
2022,CA,California,Lake,06033,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,22.3,18.8,26.2,68191,53338,,
2022,CA,California,Lake,06033,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,23.6,20.0,27.7,68191,53338,,
2022,CA,California,Lassen,06035,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,23.7,19.9,27.8,29904,24446,,
2022,CA,California,Lassen,06035,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.1,20.2,28.3,29904,24446,,
2022,CA,California,Los Angeles,06037,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,22.6,20.5,24.8,9721138,7737357,,
2022,CA,California,Los Angeles,06037,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,23.1,20.9,25.3,9721138,7737357,,
2022,CA,California,Madera,06039,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,28.6,24.3,33.3,160256,116890,,
2022,CA,California,Madera,06039,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,29.0,24.6,33.6,160256,116890,,
2022,CA,California,Marin,06041,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,12.8,10.5,15.3,256018,207716,,
2022,CA,California,Marin,06041,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,14.2,11.7,17.0,256018,207716,,
2022,CA,California,Mariposa,06043,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,22.1,18.2,26.0,17020,14037,,
2022,CA,California,Mariposa,06043,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.9,20.7,29.2,17020,14037,,
2022,CA,California,Mendocino,06045,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,21.6,18.1,25.4,89783,71066,,
2022,CA,California,Mendocino,06045,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,22.6,19.0,26.5,89783,71066,,
2022,CA,California,Merced,06047,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,31.1,26.4,35.9,290014,207099,,
2022,CA,California,Merced,06047,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,30.5,25.9,35.3,290014,207099,,
2022,CA,California,Modoc,06049,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,21.5,18.0,25.6,8511,6957,,
2022,CA,California,Modoc,06049,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.4,20.6,28.9,8511,6957,,
2022,CA,California,Mono,06051,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,19.1,15.8,22.7,12978,10782,,
2022,CA,California,Mono,06051,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,19.8,16.3,23.5,12978,10782,,
2022,CA,California,Monterey,06053,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,25.5,21.9,29.4,432858,322881,,
2022,CA,California,Monterey,06053,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,25.8,22.2,29.7,432858,322881,,
2022,CA,California,Napa,06055,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,22.8,19.1,26.8,134300,108501,,
2022,CA,California,Napa,06055,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.2,20.3,28.4,134300,108501,,
2022,CA,California,Nevada,06057,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,21.3,17.7,25.2,102293,85163,,
2022,CA,California,Nevada,06057,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,23.8,19.9,28.0,102293,85163,,
2022,CA,California,Orange,06059,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,20.3,17.8,23.1,3151184,2496667,,
2022,CA,California,Orange,06059,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,20.7,18.1,23.6,3151184,2496667,,
2022,CA,California,Placer,06061,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,16.5,13.7,19.5,417772,327593,,
2022,CA,California,Placer,06061,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,17.5,14.6,20.6,417772,327593,,
2022,CA,California,Plumas,06063,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,19.3,15.9,23.1,19351,16081,,
2022,CA,California,Plumas,06063,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,21.7,18.1,25.8,19351,16081,,
2022,CA,California,Riverside,06065,LPA,No leisure-time physical activity among adults,Age-adjusted prevalence,AgeAdjPrv,23.9,20.9,26.9,2473902,1880349,,
2022,CA,California,Riverside,06065,LPA,No leisure-time physical activity among adults,Crude prevalence,CrdPrv,24.2,21.3,27.3,2473902,1880349,,
