county_fips,county_name,state_abbr,state_name,measure_id,measure_name,measure_label,measure_year,adult_population,crude_prevalence_pct,crude_low_ci_pct,crude_high_ci_pct,age_adjusted_prevalence_pct,age_adjusted_low_ci_pct,age_adjusted_high_ci_pct,national_age_adjusted_pct,national_age_adjusted_low_ci_pct,national_age_adjusted_high_ci_pct,difference_from_national_pct_points,rank_descending_point_estimate,counties_compared,point_estimate_above_national,measures_above_national,largest_gap_measure_id,largest_gap_pct_points,profile_order,source_footnote
37093,Hoke,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,39354,35.9,28.5,43.6,35.6,28.3,43.3,33.4,33.1,33.7,2.2,49,100,yes,5,GHLTH,3.8,49,
37159,Rowan,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,117165,16.3,14.1,18.5,16.8,14.6,19.1,13.2,13.0,13.4,3.6,56,100,yes,5,CSMOKING,3.6,50,
37159,Rowan,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,117165,13.2,11.4,15.1,11.3,9.7,13.0,10.4,10.2,10.6,0.9,42,100,yes,5,CSMOKING,3.6,50,
37159,Rowan,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,117165,20.4,18.2,22.7,19.2,17.1,21.4,17.0,16.8,17.3,2.2,46,100,yes,5,CSMOKING,3.6,50,
37159,Rowan,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,117165,25.8,21.8,30.0,24.9,20.9,29.0,23.0,22.7,23.3,1.9,45,100,yes,5,CSMOKING,3.6,50,
37159,Rowan,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,117165,33.7,26.7,41.2,33.9,26.9,41.5,33.4,33.1,33.7,0.5,63,100,yes,5,CSMOKING,3.6,50,
37177,Tyrrell,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,2644,16.2,14.2,18.4,16.3,14.3,18.6,13.2,13.0,13.4,3.1,63,100,yes,5,OBESITY,3.6,51,
37177,Tyrrell,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,2644,16.2,14.1,18.5,12.3,10.6,14.1,10.4,10.2,10.6,1.9,23,100,yes,5,OBESITY,3.6,51,
37177,Tyrrell,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,2644,23.1,20.7,25.6,20.1,17.9,22.4,17.0,16.8,17.3,3.1,38,100,yes,5,OBESITY,3.6,51,
37177,Tyrrell,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,2644,28.7,24.3,33.6,25.7,21.6,30.3,23.0,22.7,23.3,2.7,37,100,yes,5,OBESITY,3.6,51,
37177,Tyrrell,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,2644,37.0,28.9,45.7,37.0,28.9,45.7,33.4,33.1,33.7,3.6,39,100,yes,5,OBESITY,3.6,51,
37139,Pasquotank,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,32327,15.3,13.2,17.5,16.1,13.9,18.4,13.2,13.0,13.4,2.9,67,100,yes,5,CSMOKING,2.9,52,
37139,Pasquotank,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,32327,13.0,11.1,14.9,11.4,9.8,13.1,10.4,10.2,10.6,1.0,40,100,yes,5,CSMOKING,2.9,52,
37139,Pasquotank,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,32327,19.1,16.8,21.4,18.2,16.1,20.5,17.0,16.8,17.3,1.2,57,100,yes,5,CSMOKING,2.9,52,
37139,Pasquotank,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,32327,24.6,20.4,29.1,23.9,19.8,28.3,23.0,22.7,23.3,0.9,56,100,yes,5,CSMOKING,2.9,52,
37139,Pasquotank,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,32327,35.3,27.6,43.7,36.0,28.2,44.5,33.4,33.1,33.7,2.6,48,100,yes,5,CSMOKING,2.9,52,
37101,Johnston,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,177552,16.2,14.2,18.4,15.9,14.0,18.1,13.2,13.0,13.4,2.7,71,100,yes,5,OBESITY,2.8,53,
37101,Johnston,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,177552,12.1,10.5,13.9,11.0,9.5,12.6,10.4,10.2,10.6,0.6,48,100,yes,5,OBESITY,2.8,53,
37101,Johnston,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,177552,18.6,16.6,20.8,18.0,16.0,20.2,17.0,16.8,17.3,1.0,61,100,yes,5,OBESITY,2.8,53,
37101,Johnston,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,177552,24.6,20.9,28.7,24.1,20.5,28.1,23.0,22.7,23.3,1.1,53,100,yes,5,OBESITY,2.8,53,
37101,Johnston,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,177552,36.8,30.3,43.7,36.2,29.8,43.1,33.4,33.1,33.7,2.8,45,100,yes,5,OBESITY,2.8,53,
37081,Guilford,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,427983,13.9,12.2,15.8,14.9,13.1,17.0,13.2,13.0,13.4,1.7,78,100,yes,5,CSMOKING,1.7,54,
37081,Guilford,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,427983,11.8,10.3,13.6,11.0,9.6,12.7,10.4,10.2,10.6,0.6,48,100,yes,5,CSMOKING,1.7,54,
37081,Guilford,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,427983,17.8,15.9,20.0,17.7,15.8,19.8,17.0,16.8,17.3,0.7,66,100,yes,5,CSMOKING,1.7,54,
37081,Guilford,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,427983,23.7,20.3,27.4,23.8,20.4,27.5,23.0,22.7,23.3,0.8,58,100,yes,5,CSMOKING,1.7,54,
37081,Guilford,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,427983,32.7,27.4,38.5,33.5,28.1,39.3,33.4,33.1,33.7,0.1,69,100,yes,5,CSMOKING,1.7,54,
37111,McDowell,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,36114,22.1,19.5,24.8,22.8,20.3,25.7,13.2,13.0,13.4,9.6,2,100,yes,4,CSMOKING,9.6,55,
37111,McDowell,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,36114,13.9,11.9,15.9,11.0,9.5,12.7,10.4,10.2,10.6,0.6,48,100,yes,4,CSMOKING,9.6,55,
37111,McDowell,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,36114,24.8,22.2,27.5,23.2,20.8,25.8,17.0,16.8,17.3,6.2,16,100,yes,4,CSMOKING,9.6,55,
37111,McDowell,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,36114,29.5,25.0,34.4,28.0,23.7,32.7,23.0,22.7,23.3,5.0,20,100,yes,4,CSMOKING,9.6,55,
37111,McDowell,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,36114,33.5,26.2,41.2,33.3,26.0,40.8,33.4,33.1,33.7,-0.1,71,100,no,4,CSMOKING,9.6,55,
37151,Randolph,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,113982,18.9,16.5,21.5,19.5,17.0,22.1,13.2,13.0,13.4,6.3,21,100,yes,4,CSMOKING,6.3,56,
37151,Randolph,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,113982,13.1,11.3,15.1,10.9,9.4,12.5,10.4,10.2,10.6,0.5,52,100,yes,4,CSMOKING,6.3,56,
37151,Randolph,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,113982,22.4,20.0,25.0,21.2,18.9,23.7,17.0,16.8,17.3,4.2,25,100,yes,4,CSMOKING,6.3,56,
37151,Randolph,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,113982,28.7,24.2,33.4,27.6,23.2,32.3,23.0,22.7,23.3,4.6,23,100,yes,4,CSMOKING,6.3,56,
37151,Randolph,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,113982,32.5,25.6,40.0,32.5,25.5,39.9,33.4,33.1,33.7,-0.9,78,100,no,4,CSMOKING,6.3,56,
37075,Graham,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,6411,17.9,15.6,20.4,18.7,16.4,21.2,13.2,13.0,13.4,5.5,29,100,yes,4,CSMOKING,5.5,57,
37075,Graham,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,6411,13.8,11.8,15.8,10.4,8.9,12.0,10.4,10.2,10.6,0.0,63,100,no,4,CSMOKING,5.5,57,
37075,Graham,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,6411,21.5,19.1,23.9,19.0,16.8,21.2,17.0,16.8,17.3,2.0,49,100,yes,4,CSMOKING,5.5,57,
37075,Graham,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,6411,26.3,21.9,30.8,23.7,19.7,28.0,23.0,22.7,23.3,0.7,60,100,yes,4,CSMOKING,5.5,57,
37075,Graham,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,6411,33.7,25.9,42.0,34.0,26.2,42.4,33.4,33.1,33.7,0.6,61,100,yes,4,CSMOKING,5.5,57,
37039,Cherokee,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,24916,17.1,15.1,19.3,18.2,16.0,20.5,13.2,13.0,13.4,5.0,36,100,yes,4,CSMOKING,5.0,58,
37039,Cherokee,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,24916,15.6,13.6,17.8,10.6,9.2,12.2,10.4,10.2,10.6,0.2,56,100,yes,4,CSMOKING,5.0,58,
37039,Cherokee,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,24916,23.1,20.7,25.5,20.1,18.0,22.3,17.0,16.8,17.3,3.1,38,100,yes,4,CSMOKING,5.0,58,
37039,Cherokee,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,24916,27.2,23.2,31.7,24.4,20.6,28.6,23.0,22.7,23.3,1.4,50,100,yes,4,CSMOKING,5.0,58,
37039,Cherokee,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,24916,31.5,24.8,39.4,31.5,24.8,39.3,33.4,33.1,33.7,-1.9,90,100,no,4,CSMOKING,5.0,58,
37167,Stanly,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,50302,16.3,14.2,18.5,17.5,15.3,19.8,13.2,13.0,13.4,4.3,43,100,yes,4,CSMOKING,4.3,59,
37167,Stanly,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,50302,12.2,10.5,14.1,10.3,8.9,11.9,10.4,10.2,10.6,-0.1,65,100,no,4,CSMOKING,4.3,59,
37167,Stanly,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,50302,18.9,16.7,21.1,18.3,16.2,20.5,17.0,16.8,17.3,1.3,55,100,yes,4,CSMOKING,4.3,59,
37167,Stanly,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,50302,24.2,20.2,28.5,23.8,19.8,28.0,23.0,22.7,23.3,0.8,58,100,yes,4,CSMOKING,4.3,59,
37167,Stanly,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,50302,34.2,26.9,42.0,34.3,27.1,42.1,33.4,33.1,33.7,0.9,56,100,yes,4,CSMOKING,4.3,59,
37009,Ashe,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,22615,16.2,14.2,18.4,17.4,15.2,19.7,13.2,13.0,13.4,4.2,45,100,yes,4,CSMOKING,4.2,60,
37009,Ashe,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,22615,13.4,11.5,15.4,9.6,8.3,11.1,10.4,10.2,10.6,-0.8,83,100,no,4,CSMOKING,4.2,60,
37009,Ashe,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,22615,19.8,17.6,22.2,17.8,15.8,20.0,17.0,16.8,17.3,0.8,65,100,yes,4,CSMOKING,4.2,60,
37009,Ashe,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,22615,26.0,21.8,30.5,24.1,20.1,28.2,23.0,22.7,23.3,1.1,53,100,yes,4,CSMOKING,4.2,60,
37009,Ashe,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,22615,33.8,26.4,41.5,33.9,26.5,41.5,33.4,33.1,33.7,0.5,63,100,yes,4,CSMOKING,4.2,60,
37057,Davidson,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,135652,16.0,14.1,18.4,17.4,15.3,19.9,13.2,13.0,13.4,4.2,45,100,yes,4,CSMOKING,4.2,61,
37057,Davidson,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,135652,12.3,10.7,14.4,10.3,8.9,12.1,10.4,10.2,10.6,-0.1,65,100,no,4,CSMOKING,4.2,61,
37057,Davidson,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,135652,18.4,16.4,20.9,17.9,15.9,20.3,17.0,16.8,17.3,0.9,62,100,yes,4,CSMOKING,4.2,61,
37057,Davidson,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,135652,23.3,19.6,28.0,23.1,19.4,27.8,23.0,22.7,23.3,0.1,66,100,yes,4,CSMOKING,4.2,61,
37057,Davidson,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,135652,34.3,27.7,42.8,34.5,27.9,43.0,33.4,33.1,33.7,1.1,55,100,yes,4,CSMOKING,4.2,61,
37035,Catawba,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,128493,15.7,13.8,17.8,17.0,14.9,19.2,13.2,13.0,13.4,3.8,54,100,yes,4,CSMOKING,3.8,62,
37035,Catawba,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,128493,12.0,10.4,13.8,10.1,8.7,11.6,10.4,10.2,10.6,-0.3,68,100,no,4,CSMOKING,3.8,62,
37035,Catawba,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,128493,18.5,16.4,20.7,17.9,15.9,20.0,17.0,16.8,17.3,0.9,62,100,yes,4,CSMOKING,3.8,62,
37035,Catawba,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,128493,23.6,19.8,27.7,23.3,19.5,27.4,23.0,22.7,23.3,0.3,64,100,yes,4,CSMOKING,3.8,62,
37035,Catawba,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,128493,33.8,27.0,41.2,34.1,27.3,41.4,33.4,33.1,33.7,0.7,58,100,yes,4,CSMOKING,3.8,62,
37071,Gaston,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,182451,16.7,14.4,19.0,16.8,14.5,19.1,13.2,13.0,13.4,3.6,56,100,yes,4,CSMOKING,3.6,63,
37071,Gaston,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,182451,12.5,10.7,14.3,10.9,9.3,12.4,10.4,10.2,10.6,0.5,52,100,yes,4,CSMOKING,3.6,63,
37071,Gaston,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,182451,19.2,16.9,21.5,18.1,15.9,20.3,17.0,16.8,17.3,1.1,60,100,yes,4,CSMOKING,3.6,63,
37071,Gaston,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,182451,23.8,19.7,28.0,22.9,19.0,27.0,23.0,22.7,23.3,-0.1,71,100,no,4,CSMOKING,3.6,63,
37071,Gaston,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,182451,36.7,29.7,44.0,36.5,29.5,43.8,33.4,33.1,33.7,3.1,44,100,yes,4,CSMOKING,3.6,63,
37115,Madison,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,18131,17.0,14.9,19.3,18.4,16.1,20.8,13.2,13.0,13.4,5.2,31,100,yes,3,CSMOKING,5.2,64,
37115,Madison,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,18131,12.3,10.5,14.1,9.8,8.3,11.3,10.4,10.2,10.6,-0.6,77,100,no,3,CSMOKING,5.2,64,
37115,Madison,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,18131,19.4,17.1,21.7,18.5,16.3,20.7,17.0,16.8,17.3,1.5,53,100,yes,3,CSMOKING,5.2,64,
37115,Madison,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,18131,24.4,20.3,28.7,23.1,19.2,27.3,23.0,22.7,23.3,0.1,66,100,yes,3,CSMOKING,5.2,64,
37115,Madison,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,18131,31.8,24.5,39.5,31.9,24.6,39.6,33.4,33.1,33.7,-1.5,87,100,no,3,CSMOKING,5.2,64,
37169,Stokes,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,36874,17.4,15.2,19.7,18.4,16.1,20.8,13.2,13.0,13.4,5.2,31,100,yes,3,CSMOKING,5.2,65,
37169,Stokes,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,36874,13.1,11.3,15.2,9.9,8.5,11.5,10.4,10.2,10.6,-0.5,73,100,no,3,CSMOKING,5.2,65,
37169,Stokes,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,36874,20.1,17.8,22.5,18.2,16.1,20.4,17.0,16.8,17.3,1.2,57,100,yes,3,CSMOKING,5.2,65,
37169,Stokes,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,36874,26.0,21.7,30.7,24.3,20.2,28.8,23.0,22.7,23.3,1.3,52,100,yes,3,CSMOKING,5.2,65,
37169,Stokes,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,36874,33.3,25.8,41.6,33.1,25.7,41.4,33.4,33.1,33.7,-0.3,74,100,no,3,CSMOKING,5.2,65,
37043,Clay,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,9847,15.3,13.3,17.4,17.9,15.7,20.3,13.2,13.0,13.4,4.7,39,100,yes,3,CSMOKING,4.7,66,
37043,Clay,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,9847,14.3,12.3,16.5,9.6,8.2,11.2,10.4,10.2,10.6,-0.8,83,100,no,3,CSMOKING,4.7,66,
37043,Clay,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,9847,19.9,17.6,22.3,18.3,16.1,20.5,17.0,16.8,17.3,1.3,55,100,yes,3,CSMOKING,4.7,66,
37043,Clay,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,9847,25.4,21.1,30.1,23.7,19.6,28.1,23.0,22.7,23.3,0.7,60,100,yes,3,CSMOKING,4.7,66,
37043,Clay,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,9847,32.5,25.0,41.0,32.7,25.2,41.2,33.4,33.1,33.7,-0.7,77,100,no,3,CSMOKING,4.7,66,
37023,Burke,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,72247,16.5,14.5,18.8,17.3,15.2,19.6,13.2,13.0,13.4,4.1,48,100,yes,3,CSMOKING,4.1,67,
37023,Burke,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,72247,13.0,11.3,15.0,10.4,8.9,12.0,10.4,10.2,10.6,0.0,63,100,no,3,CSMOKING,4.1,67,
37023,Burke,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,72247,19.8,17.6,22.1,18.4,16.3,20.6,17.0,16.8,17.3,1.4,54,100,yes,3,CSMOKING,4.1,67,
37023,Burke,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,72247,25.6,21.6,30.2,24.4,20.5,28.8,23.0,22.7,23.3,1.4,50,100,yes,3,CSMOKING,4.1,67,
37023,Burke,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,72247,31.9,25.2,39.4,32.0,25.3,39.4,33.4,33.1,33.7,-1.4,86,100,no,3,CSMOKING,4.1,67,
37141,Pender,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,51154,16.0,14.0,18.2,16.5,14.3,18.7,13.2,13.0,13.4,3.3,60,100,yes,3,CSMOKING,3.3,68,
37141,Pender,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,51154,12.3,10.6,14.1,10.1,8.7,11.6,10.4,10.2,10.6,-0.3,68,100,no,3,CSMOKING,3.3,68,
37141,Pender,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,51154,18.7,16.6,21.0,17.7,15.7,19.9,17.0,16.8,17.3,0.7,66,100,yes,3,CSMOKING,3.3,68,
37141,Pender,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,51154,24.2,20.1,28.5,23.3,19.3,27.6,23.0,22.7,23.3,0.3,64,100,yes,3,CSMOKING,3.3,68,
37141,Pender,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,51154,31.9,24.8,39.5,31.3,24.3,38.9,33.4,33.1,33.7,-2.1,92,100,no,3,CSMOKING,3.3,68,
37109,Lincoln,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,74084,16.5,14.3,18.8,16.4,14.3,18.7,13.2,13.0,13.4,3.2,61,100,yes,3,CSMOKING,3.2,69,
37109,Lincoln,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,74084,12.2,10.4,14.0,9.7,8.3,11.2,10.4,10.2,10.6,-0.7,79,100,no,3,CSMOKING,3.2,69,
37109,Lincoln,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,74084,19.1,16.9,21.3,17.2,15.2,19.3,17.0,16.8,17.3,0.2,73,100,yes,3,CSMOKING,3.2,69,
37109,Lincoln,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,74084,24.8,20.7,29.2,23.1,19.1,27.3,23.0,22.7,23.3,0.1,66,100,yes,3,CSMOKING,3.2,69,
37109,Lincoln,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,74084,33.5,26.1,41.5,33.2,25.8,41.1,33.4,33.1,33.7,-0.2,72,100,no,3,CSMOKING,3.2,69,
37059,Davie,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,35045,15.2,13.2,17.3,16.3,14.2,18.6,13.2,13.0,13.4,3.1,63,100,yes,3,CSMOKING,3.1,70,
37059,Davie,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,35045,12.5,10.6,14.4,9.7,8.2,11.2,10.4,10.2,10.6,-0.7,79,100,no,3,CSMOKING,3.1,70,
37059,Davie,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,35045,18.7,16.5,21.0,17.4,15.4,19.5,17.0,16.8,17.3,0.4,69,100,yes,3,CSMOKING,3.1,70,
37059,Davie,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,35045,24.5,20.6,28.8,23.0,19.3,27.2,23.0,22.7,23.3,0.0,69,100,no,3,CSMOKING,3.1,70,
37059,Davie,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,35045,33.9,26.6,41.9,34.0,26.8,42.1,33.4,33.1,33.7,0.6,61,100,yes,3,CSMOKING,3.1,70,
37003,Alexander,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,29357,15.9,13.9,18.2,16.2,14.2,18.6,13.2,13.0,13.4,3.0,65,100,yes,3,CSMOKING,3.0,71,
37003,Alexander,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,29357,12.1,10.5,14.1,9.7,8.3,11.2,10.4,10.2,10.6,-0.7,79,100,no,3,CSMOKING,3.0,71,
37003,Alexander,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,29357,19.0,16.9,21.3,17.3,15.3,19.4,17.0,16.8,17.3,0.3,72,100,yes,3,CSMOKING,3.0,71,
37003,Alexander,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,29357,24.3,20.4,28.6,22.7,19.1,26.9,23.0,22.7,23.3,-0.3,73,100,no,3,CSMOKING,3.0,71,
37003,Alexander,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,29357,33.9,26.6,41.9,33.8,26.5,41.8,33.4,33.1,33.7,0.4,66,100,yes,3,CSMOKING,3.0,71,
37143,Perquimans,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,10767,14.4,12.6,16.5,14.7,12.8,16.9,13.2,13.0,13.4,1.5,79,100,yes,3,CSMOKING,1.5,72,
37143,Perquimans,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,10767,15.1,13.0,17.3,10.6,9.2,12.3,10.4,10.2,10.6,0.2,56,100,yes,3,CSMOKING,1.5,72,
37143,Perquimans,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,10767,19.8,17.6,22.2,17.0,15.0,19.1,17.0,16.8,17.3,0.0,74,100,no,3,CSMOKING,1.5,72,
37143,Perquimans,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,10767,25.0,20.9,29.3,21.9,18.2,25.8,23.0,22.7,23.3,-1.1,80,100,no,3,CSMOKING,1.5,72,
37143,Perquimans,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,10767,33.9,26.3,41.8,33.8,26.3,41.8,33.4,33.1,33.7,0.4,66,100,yes,3,CSMOKING,1.5,72,
37011,Avery,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,15070,15.8,13.8,18.0,17.0,14.8,19.2,13.2,13.0,13.4,3.8,54,100,yes,2,CSMOKING,3.8,73,
37011,Avery,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,15070,12.5,10.8,14.5,10.1,8.7,11.6,10.4,10.2,10.6,-0.3,68,100,no,2,CSMOKING,3.8,73,
37011,Avery,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,15070,18.6,16.6,20.9,17.4,15.5,19.6,17.0,16.8,17.3,0.4,69,100,yes,2,CSMOKING,3.8,73,
37011,Avery,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,15070,23.7,19.7,28.1,22.6,18.8,26.9,23.0,22.7,23.3,-0.4,74,100,no,2,CSMOKING,3.8,73,
37011,Avery,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,15070,32.6,25.2,40.8,33.1,25.5,41.3,33.4,33.1,33.7,-0.3,74,100,no,2,CSMOKING,3.8,73,
37121,Mitchell,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,12320,15.5,13.4,17.5,16.4,14.2,18.5,13.2,13.0,13.4,3.2,61,100,yes,2,CSMOKING,3.2,74,
