tract_fips,synthetic_event_count,adult_denominator_estimate,adult_denominator_moe90,rate_multiplier,crude_rate_per_100k,crude_rate_low_95,crude_rate_high_95,positive_denominator_age_bands,minimum_age_band_denominator,direct_standardized_rate_per_100k,direct_rate_low_95,direct_rate_high_95,direct_support_state,guided_indirect_required,claim_limit
25017337102,218,4262,515.365,100000,5114.96949789,4493.05630122,5817.72207783,5,480,4916.68585683,4263.41768035,5569.95403331,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017337201,132,2658,313.27,100000,4966.13995485,4203.28765283,5858.97424234,5,330,4447.7052398,3687.60985031,5207.80062928,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017337202,188,3893,514.581,100000,4829.18058053,4199.13695813,5548.28188953,5,431,4199.96610462,3582.40626828,4817.52594096,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017337300,279,5247,618.839,100000,5317.32418525,4742.23614205,5957.79095316,5,537,5423.37608638,4804.29358144,6042.45859133,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017338100,126,2471,318.262,100000,5099.15014164,4299.3684591,6038.32238202,5,246,4804.96584324,3953.39638793,5656.53529854,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017338200,117,3277,372.611,100000,3570.33872444,2987.46410266,4261.94010678,5,276,3597.48178701,2948.26152173,4246.70205229,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017338300,173,2565,326.459,100000,6744.63937622,5837.338738,7781.308595,5,217,5599.16496392,4643.01740505,6555.31252279,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017338400,246,4493,476.454,100000,5475.18361896,4847.21658849,6179.221932,5,594,4820.65811569,4208.87595031,5432.44028108,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017338500,232,4146,444.868,100000,5595.75494452,4936.36219756,6337.35665322,5,357,5326.20684549,4618.09465215,6034.31903883,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339101,163,2884,448.204,100000,5651.87239945,4866.58410289,6555.14605522,5,382,5152.43692023,4357.50837428,5947.36546618,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339102,174,2736,320.45,100000,6359.64912281,5505.02701283,7336.64518276,5,380,5496.81656868,4686.23527466,6307.3978627,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339200,306,4865,600.926,100000,6289.82528263,5641.49784565,7007.12635025,5,422,6237.16361765,5565.29920743,6909.02802788,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339300,141,2700,331.848,100000,5222.22222222,4444.86190408,6126.81780325,5,230,5642.14955045,4739.30248992,6544.99661098,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339400,107,3362,611.68,100000,3182.62938727,2640.63783525,3831.4869361,5,201,3873.33666228,3141.49069609,4605.18262847,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339500,114,4950,535.085,100000,2303.03030303,1920.67977304,2759.35411073,5,247,3471.31541988,2819.03003538,4123.60080438,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339600,128,5055,781.849,100000,2532.14638971,2133.78332125,3002.59940464,5,155,3906.45321359,3170.020415,4642.88601217,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339700,125,3425,437.056,100000,3649.6350365,3071.75674005,4331.36941406,5,249,4476.76083414,3687.42915186,5266.09251643,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339802,162,3886,559.66,100000,4168.81111683,3584.32499165,4843.8195045,5,211,5067.87273581,4280.49841016,5855.24706146,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339803,86,3476,532.135,100000,2474.10817031,2007.80852106,3045.33717254,5,97,4156.57300887,3186.2039035,5126.94211424,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339804,83,2351,397.187,100000,3530.41259039,2856.99802353,4355.43906792,5,153,4113.77935962,3227.52777533,5000.03094392,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017339900,152,4270,552.743,100000,3559.71896956,3044.40512185,4158.5166942,5,252,4140.4479794,3487.08488392,4793.81107488,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017340000,97,2234,359.022,100000,4341.98746643,3572.35305403,5268.37415838,5,150,5322.77565024,4245.26977974,6400.28152075,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017340100,266,5629,654.197,100000,4725.52851306,4201.43271232,5311.37645758,5,553,4743.321288,4185.74183197,5300.90074402,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341101,148,3221,447.987,100000,4594.84632102,3924.28312721,5373.58353227,5,233,4716.36383242,3981.26999225,5451.45767259,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341102,244,4831,788.986,100000,5050.71413786,4468.1199516,5704.73603571,5,205,5776.70425048,5048.59149937,6504.81700159,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341200,297,5286,802.459,100000,5618.61520999,5029.44724725,6272.24229249,5,474,5985.31021567,5316.51571836,6654.10471298,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341301,128,3743,569.694,100000,3419.7168047,2883.60843233,4051.33828683,5,140,4846.17290325,3893.68146734,5798.66433917,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341302,104,2299,584.938,100000,4523.70595911,3747.37245,5451.76099487,5,87,5080.88139683,4056.16990164,6105.59289202,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341400,166,5665,767.134,100000,2930.27360989,2521.98024432,3402.36005096,5,322,3802.72295902,3218.64166653,4386.80425152,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341500,153,3901,442.436,100000,3922.07126378,3356.85826875,4577.94426007,5,259,4563.24252078,3851.06949294,5275.41554863,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341600,348,5478,663.022,100000,6352.68346112,5736.87495197,7029.66461467,5,586,6446.91677511,5791.59577645,7102.23777377,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341700,183,4505,601.913,100000,4062.15316315,3523.74325384,4678.83965351,5,245,4443.57130297,3802.53132403,5084.6112819,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341800,193,5048,748.657,100000,3823.29635499,3328.46232997,4388.35661612,5,299,4170.83353613,3573.33207861,4768.33499365,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341901,51,968,133.045,100000,5268.59504132,4029.74803431,6861.0673204,5,78,5474.23439627,4032.26854257,6916.20024996,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341903,171,6387,828.868,100000,2677.31329263,2308.983096,3102.53369798,5,189,4201.20736426,3545.84236473,4856.57236378,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017341904,142,2591,401.115,100000,5480.50945581,4668.22332139,6424.6108031,5,173,5483.23903259,4560.66594272,6405.81212246,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342101,190,4248,588.37,100000,4472.69303202,3891.15667551,5136.49552033,5,259,5290.4202032,4550.89158719,6029.9488192,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342102,141,3800,497.42,100000,3710.52631579,3154.77606757,4359.77105315,5,288,3953.3039554,3301.69329668,4604.91461412,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342201,183,4411,772.181,100000,4148.71911131,3599.03487733,4778.19593085,5,229,5177.0320827,4392.26398815,5961.80017725,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342202,201,3577,447.005,100000,5619.23399497,4911.05806289,6422.63161558,5,318,5735.52311988,4957.9102256,6513.13601417,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342301,122,2538,434.222,100000,4806.93459417,4040.84172967,5709.62708736,5,208,5353.12247529,4412.08597768,6294.15897289,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342302,171,3329,513.211,100000,5136.67768099,4437.17563117,5939.59935479,5,184,5819.50960087,4933.6565351,6705.36266664,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342401,178,3030,501.387,100000,5874.58745875,5091.84964131,6769.06872588,5,248,5747.88781345,4931.02102228,6564.75460461,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342402,76,3574,604.245,100000,2126.46894236,1702.36814713,2653.37149686,5,121,3191.09429822,2388.25734069,3993.93125575,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342501,127,3245,423.589,100000,3913.71340524,3299.16269599,4637.24977869,5,230,4444.29874101,3679.16713088,5209.43035114,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017342502,105,3026,684.597,100000,3469.92729676,2874.58386415,4183.25931765,5,45,3910.80898177,3058.82317505,4762.79478849,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017342600,182,4341,553.745,100000,4192.5823543,3635.76944578,4830.39582877,5,125,4661.25070003,3943.22861147,5379.27278859,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350105,42,1119,158.228,100000,3753.35120643,2788.65814298,5034.48181419,5,119,4239.92468372,2939.43225497,5540.41711247,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350106,40,1987,259.946,100000,2013.08505284,1481.82642005,2729.53146831,5,16,3878.50156963,2167.88237183,5589.12076744,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017350107,42,869,179.126,100000,4833.141542,3595.32488925,6468.52553089,5,12,5975.36399596,3772.01920444,8178.70878747,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017350108,113,3031,451.812,100000,3728.14252722,3110.14778199,4463.27778041,5,78,5030.32048175,4009.866459,6050.77450449,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350109,94,2301,474.804,100000,4085.18035637,3349.97057989,4973.44177833,5,248,4677.60742098,3703.86627704,5651.34856492,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350201,101,2562,476.382,100000,3942.23263076,3255.07966541,4767.29670212,5,167,5266.72437899,4223.56737451,6309.88138346,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350202,90,3509,438.335,100000,2564.83328584,2091.37390334,3142.03787956,5,55,3558.21313661,2680.11968912,4436.3065841,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350300,107,2514,358.201,100000,4256.16547335,3534.37967074,5117.53358049,5,86,5185.31438392,4112.43690252,6258.19186533,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350400,267,5583,736.203,100000,4782.37506717,4253.04478373,5373.88776456,5,111,6976.23262273,6026.79877547,7925.66646999,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350500,46,1416,166.087,100000,3248.58757062,2444.28613786,4305.86601647,5,83,4716.49879171,3359.3894227,6073.60816071,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350600,96,4937,465.184,100000,1944.50070893,1595.03095086,2368.695885,5,103,5451.60564422,3997.78904941,6905.42223902,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350701,76,2747,533.882,100000,2766.65453222,2216.1601677,3449.06849609,5,94,4211.77163362,3186.02701964,5237.5162476,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350702,145,2930,534.137,100000,4948.80546075,4220.78043527,5794.8070784,5,293,5252.893758,4362.86074718,6142.92676882,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017350800,58,1818,223.754,100000,3190.3190319,2476.01441563,4102.02552525,5,39,4845.68128792,3460.74229319,6230.62028264,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017350900,154,3334,368.001,100000,4619.07618476,3957.31999371,5385.28847551,5,105,6630.24814771,5431.30326831,7829.19302711,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351001,91,3876,610.572,100000,2347.78121775,1916.18860711,2873.73543471,5,114,3828.94624826,2903.66005669,4754.23243983,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351002,72,2462,438.354,100000,2924.45166531,2328.72553895,3666.85289906,5,95,4534.55470819,3297.63814271,5771.47127368,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351101,172,2908,386.029,100000,5914.71801926,5114.08115721,6831.67426045,5,203,6844.72318428,5823.40253584,7866.04383273,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351102,113,2132,396.163,100000,5300.18761726,4427.05643036,6334.11022232,5,119,6450.09473869,5174.08301861,7726.10645876,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351203,85,4032,650.122,100000,2108.13492063,1708.17810888,2599.26212618,5,14,3390.50142134,1982.70575777,4798.29708492,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017351204,159,3607,469.261,100000,4408.09537011,3785.29931965,5127.89896089,5,108,6494.90587471,5365.31310724,7624.49864217,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351300,85,3892,588.127,100000,2183.96711202,1769.73954271,2692.49180469,5,228,3083.36884074,2426.26875443,3740.46892704,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351403,164,3564,473.856,100000,4601.57126824,3961.22168569,5339.68090908,5,233,5300.43682494,4490.09799309,6110.77565679,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351404,134,3286,416.567,100000,4077.90626902,3453.57266052,4809.48384914,5,165,5411.57523535,4479.37083472,6343.77963597,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017351500,77,2659,401.23,100000,2895.82549831,2323.2503107,3604.30719739,5,108,3794.7743893,2920.43432695,4669.11445165,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352101,74,3214,431.561,100000,2302.42688239,1838.04542173,2880.69105935,5,55,3659.24424537,2542.73273251,4775.75575824,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352102,67,2555,364.098,100000,2622.30919765,2070.2098477,3316.65999316,5,184,3499.76331885,2677.94979733,4321.57684038,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352200,59,1758,340.212,100000,3356.08646189,2610.71316801,4304.8613413,5,95,4729.52297045,3486.62989273,5972.41604817,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352300,127,4184,539.763,100000,3035.37284895,2557.07427882,3599.8316441,5,91,4632.18208285,3739.84591711,5524.51824858,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352400,62,1310,184.738,100000,4732.82442748,3709.39907462,6020.95750398,5,40,5917.95858466,4355.91447827,7480.00269106,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017352500,101,2975,431.363,100000,3394.95798319,2801.94624493,4108.17172094,5,157,4553.01276084,3601.31503843,5504.71048324,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352600,111,2470,362.1,100000,4493.92712551,3745.16106612,5384.01970718,5,77,5931.23796212,4675.40244516,7187.07347908,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352700,68,1731,294.203,100000,3928.36510687,3110.54788332,4950.2151397,5,64,6001.8102502,4478.36391859,7525.2565818,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352800,59,1752,227.004,100000,3367.57990868,2619.68411157,4319.52205699,5,103,4538.3472927,3357.07618681,5719.61839859,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017352900,103,2632,340.307,100000,3913.37386018,3237.22015161,4723.86028888,5,204,4203.96880164,3378.05507585,5029.88252743,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353000,115,2752,384.766,100000,4178.77906977,3492.82925076,4992.47232826,5,161,5473.69778095,4414.19659536,6533.19896654,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353101,129,3387,417.553,100000,3808.68024801,3214.64548843,4507.37460601,5,146,5500.6842233,4431.38584126,6569.98260535,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353102,33,5679,507.089,100000,581.08821976,414.07506593,814.91327251,4,0,,,,direct_unavailable_zero_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017353200,209,4916,600.77,100000,4251.42392189,3722.23921539,4852.05047162,5,281,5539.20188862,4727.16750136,6351.23627588,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353300,167,3476,467.53,100000,4804.37284235,4141.96469527,5566.56550125,5,261,5520.70257301,4695.56783693,6345.83730908,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353600,147,4470,449.005,100000,3288.59060403,2804.58383596,3852.81476795,5,216,5002.85640786,4116.16484893,5889.54796679,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353700,143,4932,475.343,100000,2899.43227899,2466.56055495,3405.61871253,5,172,4659.0073222,3790.56464018,5527.45000422,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353800,122,3906,597.663,100000,3123.39989759,2622.26980546,3716.64345818,5,206,4415.00228445,3612.98078247,5217.02378643,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017353900,112,5624,569.604,100000,1991.46514936,1657.76461252,2390.70513361,5,30,5459.95579232,3152.87841971,7767.03316494,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017354000,148,4449,456.395,100000,3326.590245,2838.59509569,3895.11553815,5,276,4880.7259413,3965.29991238,5796.15197022,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354100,89,2067,270.664,100000,4305.75713595,3512.15802372,5268.88400372,5,217,4356.96589807,3298.91133646,5415.02045968,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354200,155,2557,330.149,100000,6061.79116152,5201.12824199,7054.27545509,5,325,5472.9412853,4570.79399401,6375.08857658,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354300,142,2653,340.977,100000,5352.43120995,4558.70896467,6275.263001,5,198,5567.69646461,4637.04371705,6498.34921218,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354400,52,1583,194.53,100000,3284.90208465,2513.74950442,4282.23242693,5,151,3224.37814638,2362.69076379,4086.06552898,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354500,84,1536,197.613,100000,5468.75,4438.77880188,6720.90636157,5,181,5507.7764131,4344.01135688,6671.54146931,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354601,49,1626,274.854,100000,3013.5301353,2286.937081,3961.6129402,5,146,4145.86752394,2883.72747923,5408.00756866,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354602,201,3343,457.986,100000,6012.56356566,5256.10109955,6870.00238681,5,215,6142.45942259,5277.98609679,7006.9327484,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354700,92,2459,339.553,100000,3741.35827572,3060.55846911,4566.4634875,5,174,4202.90323334,3353.7149163,5052.09155038,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354800,91,1996,284.738,100000,4559.11823647,3728.01216909,5564.79741844,5,71,5766.49127047,4566.03513824,6966.94740271,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017354901,90,2822,414.732,100000,3189.22749823,2601.88806491,3903.83638919,5,9,5254.26045522,3005.21001907,7503.31089137,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25017354902,185,4328,639.422,100000,4274.49168207,3711.30129871,4918.78044307,5,401,4522.73895692,3885.63638507,5159.84152877,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017355000,128,2868,404.951,100000,4463.0404463,3766.28741417,5281.61660653,5,128,5122.53717036,4210.72897281,6034.34536792,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356100,127,2868,318.226,100000,4428.17294282,3734.27219974,5243.99009356,5,193,5166.23333486,4238.82070247,6093.64596725,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356300,261,4734,587.579,100000,5513.30798479,4898.47367172,6200.28223624,5,219,6299.90979341,5527.84960325,7071.96998357,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356400,216,5554,556.995,100000,3889.0889449,3411.67891628,4430.24068596,5,624,3434.46859749,2976.04195011,3892.89524488,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356500,371,5611,579.601,100000,6612.01211905,5991.05146961,7292.34155744,5,738,5859.6046071,5275.48044197,6443.72877222,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356601,155,3377,416.389,100000,4589.87266805,3934.18867698,5348.75057478,5,228,4415.34536357,3733.12132194,5097.56940519,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356602,210,3531,436.459,100000,5947.32370433,5214.06155681,6776.33359268,5,324,5367.38836484,4638.58148742,6096.19524225,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356701,239,5443,593.355,100000,4390.96086717,3878.04443437,4968.21008696,5,436,4970.72124918,4353.60724655,5587.83525182,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356703,153,2607,370.683,100000,5868.81472957,5029.84113581,6837.65306894,5,308,4869.57019536,4069.39397308,5669.74641763,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017356704,181,3109,381.939,100000,5821.80765519,5051.95025774,6700.70286194,5,301,5451.95599503,4672.61337396,6231.2986161,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357100,234,4060,471.548,100000,5763.54679803,5087.61388774,6523.11117627,5,505,5153.52179199,4499.01057006,5808.03301393,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357200,152,2422,276.328,100000,6275.80511974,5377.45289772,7312.63687304,5,283,5553.62833284,4648.67219519,6458.5844705,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357300,129,2517,307.122,100000,5125.14898689,4330.01715558,6057.04855633,5,172,5074.546479,4214.81383812,5934.27911988,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357400,68,1816,190.667,100000,3744.49339207,2964.43581079,4719.83020825,5,182,3281.77699186,2504.32405433,4059.22992939,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357500,73,1815,211.492,100000,4022.03856749,3210.99763049,5027.29373317,5,101,3746.20867117,2846.23134153,4646.18600081,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357600,137,2118,294.83,100000,6468.36638338,5497.64463147,7596.71063554,5,75,6772.16642834,5578.42606974,7965.90678693,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357700,161,3151,351.275,100000,5109.48905109,4393.8570542,5934.44194509,5,386,4581.88164445,3875.15597688,5288.60731203,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017357800,149,2707,287.588,100000,5504.24824529,4706.46808121,6428.13581968,5,253,4881.45377674,4101.54294843,5661.36460504,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358100,270,3890,360.333,100000,6940.87403599,6183.96228143,7782.74552041,5,416,6272.72102648,5470.32569182,7075.11636115,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358300,261,4635,512.271,100000,5631.06796117,5003.42741459,6332.19298737,5,571,4851.18206633,4234.19338388,5468.17074877,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358400,203,3845,393.172,100000,5279.58387516,4616.32205128,6032.11497076,5,370,4026.90160359,3410.0880953,4643.71511189,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358500,206,4337,395.935,100000,4749.8270694,4155.85456034,5423.88850942,5,436,4101.37265692,3542.51206648,4660.23324736,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358600,293,4707,513.633,100000,6224.77161674,5569.61596016,6951.3203519,5,320,5476.77327231,4767.8042082,6185.74233641,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017358700,273,4137,411.324,100000,6598.98477157,5882.00897332,7396.48681766,5,366,5894.59530078,5156.31945416,6632.87114739,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017359100,262,5599,564.759,100000,4679.40703697,4156.5981205,5264.36198876,5,724,4268.43086912,3757.78006681,4779.08167142,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017359303,258,6069,648.898,100000,4251.11220959,3771.80359949,4788.29898751,5,551,4082.31038246,3594.23166957,4570.38909534,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017359400,286,6096,679.301,100000,4691.60104987,4188.70978535,5251.55948572,5,381,5798.07605215,5089.1333353,6507.01876899,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017360300,317,5259,581.228,100000,6027.76193193,5416.05052184,6703.66586733,5,589,5386.91003722,4772.77261946,6001.04745498,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017361100,319,4109,474.962,100000,7763.44609394,6984.12819326,8621.66321025,5,562,6274.3309183,5525.8141064,7022.8477302,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017361200,300,4788,502.833,100000,6265.6641604,5613.66245016,6987.78657544,5,451,5691.07460101,5051.89649773,6330.25270428,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017361300,331,5023,560.203,100000,6589.68743779,5936.20746857,7309.51480605,5,722,5684.79022609,5062.32124275,6307.25920943,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017362100,238,3854,347.948,100000,6175.40217955,5458.21976403,6979.86158127,5,378,5325.070762,4639.83024814,6010.31127586,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363103,150,2584,286.747,100000,5804.95356037,4967.23904603,6773.87661563,5,282,4997.13131916,4182.4923302,5811.77030812,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363104,317,4850,531.672,100000,6536.08247423,5874.30849515,7266.65344669,5,495,6087.08316015,5414.28827154,6759.87804875,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363105,196,3069,480.278,100000,6386.44509612,5574.72639564,7307.20923708,5,272,6359.42980665,5470.72155637,7248.13805693,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363106,147,2473,294.068,100000,5944.19733118,5078.83199811,6946.21941404,5,254,5700.91818166,4782.72500874,6619.11135458,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363201,117,2674,298.233,100000,4375.46746447,3663.42387802,5218.41108041,5,121,4047.90704094,3267.59684405,4828.21723784,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017363202,172,2904,314.8,100000,5922.86501377,5121.15305484,6841.03483424,5,218,5612.66571909,4768.08073496,6457.25070323,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017364101,249,4936,626.027,100000,5044.57050243,4468.20118567,5690.85883688,5,431,4545.30726032,3983.71694387,5106.89757677,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017364102,191,3970,486.922,100000,4811.08312343,4187.97302523,5521.56025181,5,315,4621.95876117,3958.15325686,5285.76426549,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017365100,346,5785,559.326,100000,5980.98530683,5398.63144608,6621.7609549,5,558,5581.75240081,4993.6846032,6169.82019842,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25017365201,216,4475,483.589,100000,4826.81564246,4236.6645152,5494.45597272,5,457,4529.03848618,3929.05854065,5129.0184317,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
