tract_fips,acs_present,places_present,svi_present,three_source_intersection,measure_eligible,unmatched_state
25023525104,1,1,1,1,1,complete three-source intersection
25023525204,1,1,1,1,1,complete three-source intersection
25023526100,1,1,1,1,1,complete three-source intersection
25023530100,1,1,1,1,1,complete three-source intersection
25023530200,1,1,1,1,1,complete three-source intersection
25023530300,1,1,1,1,1,complete three-source intersection
25023530400,1,1,1,1,1,complete three-source intersection
25023530500,1,1,1,1,1,complete three-source intersection
25023530600,1,1,1,1,1,complete three-source intersection
25023530700,1,1,1,1,1,complete three-source intersection
25023530801,1,1,1,1,1,complete three-source intersection
25023530802,1,1,1,1,1,complete three-source intersection
25023530902,1,1,1,1,1,complete three-source intersection
25023530903,1,1,1,1,1,complete three-source intersection
25023530904,1,1,1,1,1,complete three-source intersection
25023540101,1,1,1,1,1,complete three-source intersection
25023540102,1,1,1,1,1,complete three-source intersection
25023540103,1,1,1,1,1,complete three-source intersection
25023541100,1,1,1,1,1,complete three-source intersection
25023542101,1,1,1,1,1,complete three-source intersection
25023542102,1,1,1,1,1,complete three-source intersection
25023542200,1,1,1,1,1,complete three-source intersection
25023542301,1,1,1,1,1,complete three-source intersection
25023542302,1,1,1,1,1,complete three-source intersection
25023543100,1,1,1,1,1,complete three-source intersection
25023544100,1,1,1,1,1,complete three-source intersection
25023544200,1,1,1,1,1,complete three-source intersection
25023545100,1,1,1,1,1,complete three-source intersection
25023545200,1,1,1,1,1,complete three-source intersection
25023545300,1,1,1,1,1,complete three-source intersection
25023545400,1,1,1,1,1,complete three-source intersection
25023560100,1,1,1,1,1,complete three-source intersection
25023561100,1,1,1,1,1,complete three-source intersection
25023561400,1,1,1,1,1,complete three-source intersection
25023980200,1,1,1,1,1,complete three-source intersection
25023980300,1,1,1,1,1,complete three-source intersection
25023990003,1,0,0,0,0,ACS only; no PLACES or SVI row
25025000101,1,1,1,1,1,complete three-source intersection
25025000102,1,1,1,1,1,complete three-source intersection
25025000201,1,1,1,1,1,complete three-source intersection
25025000202,1,1,1,1,1,complete three-source intersection
25025000301,1,1,1,1,1,complete three-source intersection
25025000302,1,1,1,1,1,complete three-source intersection
25025000401,1,1,1,1,1,complete three-source intersection
25025000402,1,1,1,1,1,complete three-source intersection
25025000502,1,1,1,1,1,complete three-source intersection
25025000503,1,1,1,1,1,complete three-source intersection
25025000505,1,1,1,1,1,complete three-source intersection
25025000506,1,1,1,1,1,complete three-source intersection
25025000601,1,1,1,1,1,complete three-source intersection
25025000603,1,1,1,1,1,complete three-source intersection
25025000604,1,1,1,1,1,complete three-source intersection
25025000701,1,1,1,1,1,complete three-source intersection
25025000703,1,1,1,1,1,complete three-source intersection
25025000704,1,1,1,1,1,complete three-source intersection
25025000804,1,1,1,1,1,complete three-source intersection
25025000805,1,1,1,1,1,complete three-source intersection
25025000806,1,1,1,1,1,complete three-source intersection
25025000807,1,1,1,1,1,complete three-source intersection
25025010103,1,1,1,1,1,complete three-source intersection
25025010104,1,1,1,1,1,complete three-source intersection
25025010204,1,1,1,1,1,complete three-source intersection
25025010205,1,1,1,1,1,complete three-source intersection
25025010206,1,1,1,1,1,complete three-source intersection
25025010300,1,1,1,1,1,complete three-source intersection
25025010403,1,1,1,1,1,complete three-source intersection
25025010404,1,1,1,1,1,complete three-source intersection
25025010405,1,1,1,1,1,complete three-source intersection
25025010408,1,1,1,1,1,complete three-source intersection
25025010500,1,1,1,1,1,complete three-source intersection
25025010600,1,1,1,1,1,complete three-source intersection
25025010701,1,1,1,1,1,complete three-source intersection
25025010702,1,1,1,1,1,complete three-source intersection
25025010801,1,1,1,1,1,complete three-source intersection
25025010802,1,1,1,1,1,complete three-source intersection
25025020101,1,1,1,1,1,complete three-source intersection
25025020200,1,1,1,1,1,complete three-source intersection
25025020301,1,1,1,1,1,complete three-source intersection
25025020302,1,1,1,1,1,complete three-source intersection
25025020304,1,1,1,1,1,complete three-source intersection
25025020305,1,1,1,1,1,complete three-source intersection
25025030100,1,1,1,1,1,complete three-source intersection
25025030200,1,1,1,1,1,complete three-source intersection
25025030301,1,1,1,1,1,complete three-source intersection
25025030302,1,1,1,1,1,complete three-source intersection
25025030400,1,1,1,1,1,complete three-source intersection
25025030500,1,1,1,1,1,complete three-source intersection
25025040100,1,1,1,1,1,complete three-source intersection
25025040200,1,1,1,1,1,complete three-source intersection
25025040300,1,1,1,1,1,complete three-source intersection
25025040401,1,1,1,1,1,complete three-source intersection
25025040600,1,1,1,1,1,complete three-source intersection
25025040801,1,1,1,1,1,complete three-source intersection
25025050101,1,1,1,1,1,complete three-source intersection
25025050200,1,1,1,1,1,complete three-source intersection
25025050300,1,1,1,1,1,complete three-source intersection
25025050400,1,1,1,1,1,complete three-source intersection
25025050500,1,1,1,1,1,complete three-source intersection
25025050600,1,1,1,1,1,complete three-source intersection
25025050700,1,1,1,1,1,complete three-source intersection
25025050901,1,1,1,1,1,complete three-source intersection
25025051000,1,1,1,1,1,complete three-source intersection
25025051101,1,1,1,1,1,complete three-source intersection
25025051200,1,1,1,1,1,complete three-source intersection
25025060101,1,1,1,1,1,complete three-source intersection
25025060200,1,1,1,1,1,complete three-source intersection
25025060301,1,1,1,1,1,complete three-source intersection
25025060400,1,1,1,1,1,complete three-source intersection
25025060501,1,1,1,1,1,complete three-source intersection
25025060601,1,1,1,1,1,complete three-source intersection
25025060602,1,1,1,1,1,complete three-source intersection
25025060603,1,1,1,1,1,complete three-source intersection
25025060604,1,1,1,1,1,complete three-source intersection
25025060700,1,1,1,1,1,complete three-source intersection
25025060800,1,1,1,1,1,complete three-source intersection
25025061000,1,1,1,1,1,complete three-source intersection
25025061101,1,1,1,1,1,complete three-source intersection
25025061201,1,1,1,1,1,complete three-source intersection
25025061202,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025061203,1,1,1,1,1,complete three-source intersection
25025061204,1,1,1,1,1,complete three-source intersection
25025070102,1,1,1,1,1,complete three-source intersection
25025070103,1,1,1,1,1,complete three-source intersection
25025070104,1,1,1,1,1,complete three-source intersection
25025070201,1,1,1,1,1,complete three-source intersection
25025070202,1,1,1,1,1,complete three-source intersection
25025070301,1,1,1,1,1,complete three-source intersection
25025070302,1,1,1,1,1,complete three-source intersection
25025070402,1,1,1,1,1,complete three-source intersection
25025070501,1,1,1,1,1,complete three-source intersection
25025070502,1,1,1,1,1,complete three-source intersection
25025070600,1,1,1,1,1,complete three-source intersection
25025070700,1,1,1,1,1,complete three-source intersection
25025070801,1,1,1,1,1,complete three-source intersection
25025070802,1,1,1,1,1,complete three-source intersection
25025070901,1,1,1,1,1,complete three-source intersection
25025070902,1,1,1,1,1,complete three-source intersection
25025071101,1,1,1,1,1,complete three-source intersection
25025071201,1,1,1,1,1,complete three-source intersection
25025080100,1,1,1,1,1,complete three-source intersection
25025080300,1,1,1,1,1,complete three-source intersection
25025080401,1,1,1,1,1,complete three-source intersection
25025080500,1,1,1,1,1,complete three-source intersection
25025080601,1,1,1,1,1,complete three-source intersection
25025080801,1,1,1,1,1,complete three-source intersection
25025080900,1,1,1,1,1,complete three-source intersection
25025081001,1,1,1,1,1,complete three-source intersection
25025081101,1,1,1,1,1,complete three-source intersection
25025081102,1,1,1,1,1,complete three-source intersection
25025081200,1,1,1,1,1,complete three-source intersection
25025081301,1,1,1,1,1,complete three-source intersection
25025081302,1,1,1,1,1,complete three-source intersection
25025081400,1,1,1,1,1,complete three-source intersection
25025081500,1,1,1,1,1,complete three-source intersection
25025081700,1,1,1,1,1,complete three-source intersection
25025081800,1,1,1,1,1,complete three-source intersection
25025081900,1,1,1,1,1,complete three-source intersection
25025082000,1,1,1,1,1,complete three-source intersection
25025082100,1,1,1,1,1,complete three-source intersection
25025090100,1,1,1,1,1,complete three-source intersection
25025090200,1,1,1,1,1,complete three-source intersection
25025090300,1,1,1,1,1,complete three-source intersection
25025090400,1,1,1,1,1,complete three-source intersection
25025090600,1,1,1,1,1,complete three-source intersection
25025090700,1,1,1,1,1,complete three-source intersection
25025090901,1,1,1,1,1,complete three-source intersection
25025091001,1,1,1,1,1,complete three-source intersection
25025091100,1,1,1,1,1,complete three-source intersection
25025091200,1,1,1,1,1,complete three-source intersection
25025091300,1,1,1,1,1,complete three-source intersection
25025091400,1,1,1,1,1,complete three-source intersection
25025091500,1,1,1,1,1,complete three-source intersection
25025091600,1,1,1,1,1,complete three-source intersection
25025091700,1,1,1,1,1,complete three-source intersection
25025091800,1,1,1,1,1,complete three-source intersection
25025091900,1,1,1,1,1,complete three-source intersection
25025092000,1,1,1,1,1,complete three-source intersection
25025092101,1,1,1,1,1,complete three-source intersection
25025092200,1,1,1,1,1,complete three-source intersection
25025092300,1,1,1,1,1,complete three-source intersection
25025092400,1,1,1,1,1,complete three-source intersection
25025100100,1,1,1,1,1,complete three-source intersection
25025100200,1,1,1,1,1,complete three-source intersection
25025100300,1,1,1,1,1,complete three-source intersection
25025100400,1,1,1,1,1,complete three-source intersection
25025100500,1,1,1,1,1,complete three-source intersection
25025100601,1,1,1,1,1,complete three-source intersection
25025100603,1,1,1,1,1,complete three-source intersection
25025100700,1,1,1,1,1,complete three-source intersection
25025100800,1,1,1,1,1,complete three-source intersection
25025100900,1,1,1,1,1,complete three-source intersection
25025101001,1,1,1,1,1,complete three-source intersection
25025101002,1,1,1,1,1,complete three-source intersection
25025101101,1,1,1,1,1,complete three-source intersection
25025101102,1,1,1,1,1,complete three-source intersection
25025110104,1,1,1,1,1,complete three-source intersection
25025110105,1,1,1,1,1,complete three-source intersection
25025110106,1,1,1,1,1,complete three-source intersection
25025110201,1,1,1,1,1,complete three-source intersection
25025110301,1,1,1,1,1,complete three-source intersection
25025110401,1,1,1,1,1,complete three-source intersection
25025110403,1,1,1,1,1,complete three-source intersection
25025110501,1,1,1,1,1,complete three-source intersection
25025110502,1,1,1,1,1,complete three-source intersection
25025110601,1,1,1,1,1,complete three-source intersection
25025110607,1,1,1,1,1,complete three-source intersection
25025120103,1,1,1,1,1,complete three-source intersection
25025120104,1,1,1,1,1,complete three-source intersection
25025120105,1,1,1,1,1,complete three-source intersection
25025120201,1,1,1,1,1,complete three-source intersection
25025120301,1,1,1,1,1,complete three-source intersection
25025120400,1,1,1,1,1,complete three-source intersection
25025120500,1,1,1,1,1,complete three-source intersection
25025120600,1,1,1,1,1,complete three-source intersection
25025120700,1,1,1,1,1,complete three-source intersection
25025130101,1,1,1,1,1,complete three-source intersection
25025130200,1,1,1,1,1,complete three-source intersection
25025130300,1,1,1,1,1,complete three-source intersection
25025130402,1,1,1,1,1,complete three-source intersection
25025130404,1,1,1,1,1,complete three-source intersection
25025130406,1,1,1,1,1,complete three-source intersection
25025140102,1,1,1,1,1,complete three-source intersection
25025140105,1,1,1,1,1,complete three-source intersection
25025140106,1,1,1,1,1,complete three-source intersection
25025140107,1,1,1,1,1,complete three-source intersection
25025140201,1,1,1,1,1,complete three-source intersection
25025140202,1,1,1,1,1,complete three-source intersection
25025140300,1,1,1,1,1,complete three-source intersection
25025140400,1,1,1,1,1,complete three-source intersection
25025160102,1,1,1,1,1,complete three-source intersection
25025160103,1,1,1,1,1,complete three-source intersection
25025160200,1,1,1,1,1,complete three-source intersection
25025160300,1,1,1,1,1,complete three-source intersection
25025160400,1,1,1,1,1,complete three-source intersection
25025160501,1,1,1,1,1,complete three-source intersection
25025160502,1,1,1,1,1,complete three-source intersection
25025160601,1,1,1,1,1,complete three-source intersection
25025160602,1,1,1,1,1,complete three-source intersection
25025170101,1,1,1,1,1,complete three-source intersection
25025170102,1,1,1,1,1,complete three-source intersection
25025170200,1,1,1,1,1,complete three-source intersection
25025170301,1,1,1,1,1,complete three-source intersection
25025170302,1,1,1,1,1,complete three-source intersection
25025170400,1,1,1,1,1,complete three-source intersection
25025170502,1,1,1,1,1,complete three-source intersection
25025170503,1,1,1,1,1,complete three-source intersection
25025170504,1,1,1,1,1,complete three-source intersection
25025170601,1,1,1,1,1,complete three-source intersection
25025170701,1,1,1,1,1,complete three-source intersection
25025170702,1,1,1,1,1,complete three-source intersection
25025170800,1,1,1,1,1,complete three-source intersection
25025180101,1,1,1,1,1,complete three-source intersection
25025180200,1,1,1,1,1,complete three-source intersection
25025180301,1,1,1,1,1,complete three-source intersection
25025180400,1,1,1,1,1,complete three-source intersection
25025180500,1,1,1,1,1,complete three-source intersection
25025980101,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025980300,1,1,1,1,1,complete three-source intersection
25025980700,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025980900,1,1,1,1,1,complete three-source intersection
25025981000,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981100,1,1,1,1,1,complete three-source intersection
25025981201,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981202,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981300,1,1,1,1,1,complete three-source intersection
25025981501,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981502,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981600,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981700,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981800,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025981900,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25025990101,1,0,0,0,0,ACS only; no PLACES or SVI row
25027700100,1,1,1,1,1,complete three-source intersection
25027701101,1,1,1,1,1,complete three-source intersection
25027701102,1,1,1,1,1,complete three-source intersection
25027702201,1,1,1,1,1,complete three-source intersection
25027702202,1,1,1,1,1,complete three-source intersection
25027703100,1,1,1,1,1,complete three-source intersection
25027703200,1,1,1,1,1,complete three-source intersection
25027703300,1,1,1,1,1,complete three-source intersection
25027704201,1,1,1,1,1,complete three-source intersection
25027704202,1,1,1,1,1,complete three-source intersection
25027705101,1,1,1,1,1,complete three-source intersection
25027705102,1,1,1,1,1,complete three-source intersection
25027706100,1,1,1,1,1,complete three-source intersection
25027707100,1,1,1,1,1,complete three-source intersection
25027707200,1,1,1,1,1,complete three-source intersection
25027707300,1,1,1,1,1,complete three-source intersection
25027707400,1,1,1,1,1,complete three-source intersection
25027707500,1,1,1,1,1,complete three-source intersection
25027708100,1,1,1,1,1,complete three-source intersection
25027709100,1,1,1,1,1,complete three-source intersection
25027709201,1,1,1,1,1,complete three-source intersection
25027709203,1,1,1,1,1,complete three-source intersection
25027709204,1,1,1,1,1,complete three-source intersection
25027709400,1,1,1,1,1,complete three-source intersection
25027709501,1,1,1,1,1,complete three-source intersection
25027709502,1,1,1,1,1,complete three-source intersection
25027709600,1,1,1,1,1,complete three-source intersection
25027709701,1,1,1,1,1,complete three-source intersection
25027709702,1,1,1,1,1,complete three-source intersection
25027710100,1,1,1,1,1,complete three-source intersection
25027710200,1,1,1,1,1,complete three-source intersection
25027710300,1,1,1,1,1,complete three-source intersection
25027710400,1,1,1,1,1,complete three-source intersection
25027710500,1,1,1,1,1,complete three-source intersection
25027710601,1,1,1,1,1,complete three-source intersection
25027710602,1,1,1,1,1,complete three-source intersection
25027710700,1,1,1,1,1,complete three-source intersection
25027710800,1,1,1,1,1,complete three-source intersection
25027711000,1,1,1,1,1,complete three-source intersection
25027711100,1,1,1,1,1,complete three-source intersection
25027712101,1,1,1,1,1,complete three-source intersection
25027712102,1,1,1,1,1,complete three-source intersection
25027713100,1,1,1,1,1,complete three-source intersection
25027715100,1,1,1,1,1,complete three-source intersection
25027716101,1,1,1,1,1,complete three-source intersection
25027716102,1,1,1,1,1,complete three-source intersection
25027716200,1,1,1,1,1,complete three-source intersection
25027716300,1,1,1,1,1,complete three-source intersection
25027717100,1,1,1,1,1,complete three-source intersection
25027718100,1,1,1,1,1,complete three-source intersection
25027719100,1,1,1,1,1,complete three-source intersection
25027720100,1,1,1,1,1,complete three-source intersection
25027721101,1,1,1,1,1,complete three-source intersection
25027721103,1,1,1,1,1,complete three-source intersection
25027721104,1,1,1,1,1,complete three-source intersection
25027722100,1,1,1,1,1,complete three-source intersection
25027723100,1,1,1,1,1,complete three-source intersection
25027724100,1,1,1,1,1,complete three-source intersection
25027725100,1,1,1,1,1,complete three-source intersection
25027726100,1,1,1,1,1,complete three-source intersection
25027726200,1,1,1,1,1,complete three-source intersection
25027727100,1,1,1,1,1,complete three-source intersection
25027728100,1,1,1,1,1,complete three-source intersection
25027728200,1,1,1,1,1,complete three-source intersection
25027728300,1,1,1,1,1,complete three-source intersection
25027728400,1,1,1,1,1,complete three-source intersection
25027729100,1,1,1,1,1,complete three-source intersection
25027729200,1,1,1,1,1,complete three-source intersection
25027730100,1,1,1,1,1,complete three-source intersection
25027730200,1,1,1,1,1,complete three-source intersection
25027730300,1,1,1,1,1,complete three-source intersection
25027730401,1,1,1,1,1,complete three-source intersection
25027730402,1,1,1,1,1,complete three-source intersection
25027730500,1,1,1,1,1,complete three-source intersection
25027730600,1,1,1,1,1,complete three-source intersection
25027730700,1,1,1,1,1,complete three-source intersection
25027730801,1,1,1,1,1,complete three-source intersection
25027730802,1,1,1,1,1,complete three-source intersection
25027730901,1,1,1,1,1,complete three-source intersection
25027730902,1,1,1,1,1,complete three-source intersection
25027731001,1,1,1,1,1,complete three-source intersection
25027731002,1,1,1,1,1,complete three-source intersection
25027731101,1,1,1,1,1,complete three-source intersection
25027731102,1,1,1,1,1,complete three-source intersection
25027731202,1,1,1,1,1,complete three-source intersection
25027731203,1,1,1,1,1,complete three-source intersection
25027731204,1,1,1,1,1,complete three-source intersection
25027731300,1,1,1,1,1,complete three-source intersection
25027731400,1,1,1,1,1,complete three-source intersection
25027731500,1,1,1,1,1,complete three-source intersection
25027731601,1,1,1,1,1,complete three-source intersection
25027731602,1,1,1,1,1,complete three-source intersection
25027731700,1,1,1,1,1,complete three-source intersection
25027731801,1,1,1,1,1,complete three-source intersection
25027731802,1,1,1,1,1,complete three-source intersection
25027731900,1,1,1,1,1,complete three-source intersection
25027732001,1,1,1,1,1,complete three-source intersection
25027732002,1,1,1,1,1,complete three-source intersection
25027732201,1,1,1,1,1,complete three-source intersection
25027732202,1,1,1,1,1,complete three-source intersection
25027732203,1,1,1,1,1,complete three-source intersection
25027732301,1,1,1,1,1,complete three-source intersection
25027732302,1,1,1,1,1,complete three-source intersection
25027732400,1,1,1,1,1,complete three-source intersection
25027732500,1,1,1,1,1,complete three-source intersection
25027732600,1,1,1,1,1,complete three-source intersection
25027732700,1,1,1,1,1,complete three-source intersection
25027732801,1,1,1,1,1,complete three-source intersection
25027732802,1,1,1,1,1,complete three-source intersection
25027732901,1,1,1,1,1,complete three-source intersection
25027732902,1,1,1,1,1,complete three-source intersection
25027733000,1,1,1,1,1,complete three-source intersection
25027733101,1,1,1,1,1,complete three-source intersection
25027733102,1,1,1,1,1,complete three-source intersection
25027735100,1,1,1,1,1,complete three-source intersection
25027735200,1,1,1,1,1,complete three-source intersection
25027736100,1,1,1,1,1,complete three-source intersection
25027736200,1,1,1,1,1,complete three-source intersection
25027736300,1,1,1,1,1,complete three-source intersection
25027736400,1,1,1,1,1,complete three-source intersection
25027736500,1,1,1,1,1,complete three-source intersection
25027737100,1,1,1,1,1,complete three-source intersection
25027737200,1,1,1,1,1,complete three-source intersection
25027737300,1,1,1,1,1,complete three-source intersection
25027738100,1,1,1,1,1,complete three-source intersection
25027738201,1,1,1,1,1,complete three-source intersection
25027738202,1,1,1,1,1,complete three-source intersection
25027739101,1,1,1,1,1,complete three-source intersection
25027739102,1,1,1,1,1,complete three-source intersection
25027739201,1,1,1,1,1,complete three-source intersection
25027739202,1,1,1,1,1,complete three-source intersection
25027739300,1,1,1,1,1,complete three-source intersection
25027739401,1,1,1,1,1,complete three-source intersection
25027739402,1,1,1,1,1,complete three-source intersection
25027739500,1,1,1,1,1,complete three-source intersection
25027740101,1,1,1,1,1,complete three-source intersection
25027740102,1,1,1,1,1,complete three-source intersection
25027740200,1,1,1,1,1,complete three-source intersection
25027741101,1,1,1,1,1,complete three-source intersection
25027741102,1,1,1,1,1,complete three-source intersection
25027742300,1,1,1,1,1,complete three-source intersection
25027742401,1,1,1,1,1,complete three-source intersection
25027742402,1,1,1,1,1,complete three-source intersection
25027743100,1,1,1,1,1,complete three-source intersection
25027744102,1,1,1,1,1,complete three-source intersection
25027744103,1,1,1,1,1,complete three-source intersection
25027744104,1,1,1,1,1,complete three-source intersection
25027744201,1,1,1,1,1,complete three-source intersection
25027744202,1,1,1,1,1,complete three-source intersection
25027744300,1,1,1,1,1,complete three-source intersection
25027744400,1,1,1,1,1,complete three-source intersection
25027745100,1,1,1,1,1,complete three-source intersection
25027746100,1,1,1,1,1,complete three-source intersection
25027747101,1,1,1,1,1,complete three-source intersection
25027747102,1,1,1,1,1,complete three-source intersection
25027748100,1,1,1,1,1,complete three-source intersection
25027749100,1,1,1,1,1,complete three-source intersection
25027749200,1,1,1,1,1,complete three-source intersection
25027750100,1,1,1,1,1,complete three-source intersection
25027750200,1,1,1,1,1,complete three-source intersection
25027750300,1,1,1,1,1,complete three-source intersection
25027751101,1,1,1,1,1,complete three-source intersection
25027751102,1,1,1,1,1,complete three-source intersection
25027752101,1,1,1,1,1,complete three-source intersection
25027752102,1,1,1,1,1,complete three-source intersection
25027753100,1,1,1,1,1,complete three-source intersection
25027753200,1,1,1,1,1,complete three-source intersection
25027754100,1,1,1,1,1,complete three-source intersection
25027754200,1,1,1,1,1,complete three-source intersection
25027754300,1,1,1,1,1,complete three-source intersection
25027754400,1,1,1,1,1,complete three-source intersection
25027755100,1,1,1,1,1,complete three-source intersection
25027755201,1,1,1,1,1,complete three-source intersection
25027755202,1,1,1,1,1,complete three-source intersection
25027756101,1,1,1,1,1,complete three-source intersection
25027756102,1,1,1,1,1,complete three-source intersection
25027757100,1,1,1,1,1,complete three-source intersection
25027757200,1,1,1,1,1,complete three-source intersection
25027757300,1,1,1,1,1,complete three-source intersection
25027757400,1,1,1,1,1,complete three-source intersection
25027757500,1,1,1,1,1,complete three-source intersection
25027758101,1,1,1,1,1,complete three-source intersection
25027758103,1,1,1,1,1,complete three-source intersection
25027758104,1,1,1,1,1,complete three-source intersection
25027759100,1,1,1,1,1,complete three-source intersection
25027760100,1,1,1,1,1,complete three-source intersection
25027761100,1,1,1,1,1,complete three-source intersection
25027761200,1,1,1,1,1,complete three-source intersection
25027761300,1,1,1,1,1,complete three-source intersection
25027761401,1,1,1,1,1,complete three-source intersection
25027761402,1,1,1,1,1,complete three-source intersection
