frame_record_id,split,response_status,response_cell,base_person_weight,split_rule
FRAME-0483,training,nonrespondent,65+|no|lower income,7476.66428200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0484,training,respondent,65+|no|middle or high income,7550.72984500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0485,training,respondent,65+|no|lower income,12601.57553700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0486,training,respondent,65+|no|middle or high income,11414.22510900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0487,training,respondent,45-64|no|lower income,31856.00491900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0488,evaluation,respondent,45-64|no|middle or high income,17816.11455100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0489,training,respondent,18-44|no|lower income,5880.63219000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0490,evaluation,respondent,65+|no|lower income,11253.49409100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0491,evaluation,respondent,65+|no|lower income,7015.44430000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0492,training,nonrespondent,45-64|no|lower income,4224.13707100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0493,training,respondent,65+|no|middle or high income,24892.89516100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0494,training,respondent,65+|no|middle or high income,14540.01397300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0495,training,nonrespondent,65+|no|middle or high income,11663.08533000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0496,training,nonrespondent,18-44|no|lower income,41480.67252600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0497,training,respondent,65+|no|middle or high income,10180.93888900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0498,training,respondent,65+|no|lower income,12440.12879100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0499,training,nonrespondent,65+|no|middle or high income,49847.96104700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0500,training,nonrespondent,18-44|no|lower income,15613.82492500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0501,training,respondent,65+|no|lower income,9998.74468800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0502,training,nonrespondent,45-64|yes|lower income,4496.56249500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0503,training,respondent,65+|no|middle or high income,9941.02562300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0504,training,respondent,65+|no|middle or high income,7974.72434900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0505,training,respondent,65+|no|lower income,2048.63925900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0506,evaluation,respondent,65+|yes|middle or high income,7941.53750800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0507,training,respondent,18-44|yes|lower income,22898.32983300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0508,evaluation,nonrespondent,65+|no|middle or high income,12305.35808900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0509,evaluation,respondent,65+|no|middle or high income,13125.76674000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0510,evaluation,nonrespondent,65+|no|middle or high income,19515.73178600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0511,training,respondent,45-64|no|lower income,52591.29595600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0512,training,respondent,65+|no|middle or high income,15291.31772800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0513,training,nonrespondent,65+|no|middle or high income,11819.48913100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0514,training,respondent,18-44|no|lower income,4838.50971200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0515,evaluation,respondent,65+|no|middle or high income,6712.96284500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0516,evaluation,nonrespondent,18-44|no|lower income,8915.54683700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0517,training,respondent,65+|no|middle or high income,19936.82036100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0518,training,respondent,45-64|no|lower income,13763.25812000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0519,training,respondent,45-64|no|middle or high income,25124.71155800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0520,training,nonrespondent,18-44|no|lower income,14081.75157800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0521,training,respondent,65+|yes|middle or high income,32869.61141400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0522,training,nonrespondent,65+|no|lower income,9673.66073900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0523,training,respondent,65+|no|middle or high income,9352.22498100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0524,training,respondent,65+|no|middle or high income,4931.25832900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0525,training,respondent,65+|no|middle or high income,6712.96284500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0526,training,respondent,18-44|no|lower income,15428.71048100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0527,training,nonrespondent,65+|no|middle or high income,13871.39834500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0528,training,respondent,65+|no|middle or high income,12081.80535700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0529,training,respondent,18-44|no|lower income,26363.88836400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0530,training,respondent,65+|no|middle or high income,16314.88526500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0531,evaluation,respondent,45-64|no|lower income,16431.61739300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0532,evaluation,nonrespondent,65+|no|middle or high income,6715.97142800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0533,evaluation,respondent,65+|no|middle or high income,9115.11912200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0534,evaluation,respondent,65+|no|middle or high income,5731.20609800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0535,training,nonrespondent,65+|no|middle or high income,6607.32367000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0536,training,nonrespondent,18-44|yes|middle or high income,11124.15153600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0537,training,nonrespondent,45-64|no|lower income,2881.67554200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0538,training,nonrespondent,18-44|no|lower income,9007.03099100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0539,training,respondent,45-64|no|lower income,16517.76597600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0540,training,nonrespondent,45-64|no|lower income,10269.81689200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0541,training,nonrespondent,45-64|no|lower income,11273.98553800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0542,evaluation,respondent,65+|no|lower income,13872.92528500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0543,training,nonrespondent,45-64|no|lower income,8542.60268100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0544,training,respondent,45-64|no|lower income,22818.95415000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0545,evaluation,nonrespondent,65+|no|lower income,6847.22537400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0546,training,nonrespondent,65+|no|lower income,20092.67267200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0547,training,nonrespondent,45-64|no|middle or high income,9343.14320300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0548,training,respondent,65+|no|middle or high income,9970.78975800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0549,training,nonrespondent,65+|no|lower income,7629.42657300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0550,training,nonrespondent,45-64|no|lower income,22942.67700900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0551,training,nonrespondent,45-64|no|lower income,15223.98304000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0552,training,nonrespondent,65+|no|lower income,3053.78709800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0553,training,respondent,65+|no|lower income,28397.18007900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0554,evaluation,respondent,65+|no|lower income,33386.32616100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0555,evaluation,nonrespondent,65+|no|middle or high income,9939.80708100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0556,training,respondent,45-64|no|lower income,2695.23980400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0557,evaluation,respondent,45-64|yes|lower income,28763.47072000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0558,training,nonrespondent,18-44|yes|middle or high income,9028.93077000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0559,training,respondent,18-44|no|lower income,8902.09684700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0560,training,respondent,45-64|no|middle or high income,14958.94030000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0561,training,respondent,45-64|no|middle or high income,14143.07925900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0562,training,respondent,18-44|no|middle or high income,31204.28914800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0563,training,respondent,65+|no|middle or high income,16432.46291000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0564,training,respondent,65+|yes|middle or high income,12449.68446300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0565,training,nonrespondent,65+|no|middle or high income,13982.37277600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0566,evaluation,nonrespondent,65+|no|lower income,9296.20851700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0567,evaluation,nonrespondent,18-44|yes|lower income,8633.49430200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0568,training,respondent,65+|no|middle or high income,9195.25421700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0569,training,respondent,18-44|no|middle or high income,14026.48990300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0570,training,nonrespondent,65+|no|middle or high income,10926.65537800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0571,evaluation,respondent,65+|no|middle or high income,13107.61150700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0572,training,respondent,65+|no|lower income,8511.14052900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0573,training,respondent,45-64|no|lower income,4235.01095700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0574,training,respondent,45-64|no|middle or high income,7654.23358000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0575,training,respondent,65+|no|middle or high income,5920.35549500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0576,training,respondent,65+|no|middle or high income,12232.05449600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0577,training,respondent,45-64|no|middle or high income,23052.87801300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0578,training,respondent,65+|no|lower income,18544.54943700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0579,evaluation,respondent,45-64|no|lower income,13079.30420300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0580,evaluation,respondent,65+|no|middle or high income,18123.04602700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0581,training,respondent,45-64|no|lower income,8358.68006600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0582,training,respondent,65+|no|lower income,8554.65624800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0583,evaluation,nonrespondent,65+|no|middle or high income,13177.13993000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0584,training,respondent,65+|no|middle or high income,9359.81096400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0585,evaluation,nonrespondent,45-64|no|lower income,11987.42270900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0586,training,respondent,45-64|no|middle or high income,9637.85271900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0587,training,respondent,65+|no|middle or high income,12233.90473700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0588,evaluation,respondent,45-64|no|middle or high income,14328.14445500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0589,training,respondent,65+|no|lower income,10227.25648900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0590,training,respondent,65+|no|middle or high income,12988.42279500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0591,evaluation,respondent,18-44|yes|lower income,8375.89192700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0592,training,respondent,18-44|no|middle or high income,51423.71700600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0593,evaluation,respondent,65+|no|lower income,7844.85163300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0594,training,nonrespondent,18-44|no|middle or high income,44310.06166000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0595,training,respondent,45-64|no|middle or high income,7672.42170000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0596,evaluation,nonrespondent,45-64|yes|lower income,21393.62093100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0597,training,nonrespondent,45-64|no|middle or high income,8238.22194600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0598,training,respondent,65+|yes|lower income,9098.01612200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0599,training,respondent,18-44|no|middle or high income,6547.42104000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0600,training,nonrespondent,65+|no|lower income,13775.66353300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0601,training,respondent,65+|no|middle or high income,13569.98345300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0602,training,nonrespondent,45-64|no|middle or high income,5088.91633300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0603,training,respondent,65+|no|lower income,10640.58635700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0604,training,respondent,65+|no|middle or high income,6858.12367200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0605,training,nonrespondent,65+|no|middle or high income,10336.28932300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0606,training,respondent,18-44|no|middle or high income,33582.92561600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0607,training,respondent,65+|no|middle or high income,23465.84555700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0608,evaluation,respondent,65+|yes|middle or high income,6569.35063300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0609,training,respondent,65+|no|lower income,13562.92571200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0610,evaluation,respondent,65+|no|middle or high income,9011.13540000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0611,training,nonrespondent,65+|no|middle or high income,12213.06739900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0612,training,respondent,65+|no|middle or high income,18833.36177600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0613,training,respondent,65+|no|middle or high income,18833.36177600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0614,training,nonrespondent,65+|no|middle or high income,10461.11841800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0615,training,nonrespondent,18-44|no|middle or high income,25683.23285000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0616,training,respondent,65+|no|lower income,16236.12744800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0617,training,respondent,65+|no|middle or high income,12277.52473400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0618,training,respondent,18-44|no|middle or high income,17904.05856400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0619,evaluation,respondent,65+|no|lower income,13118.27320800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0620,evaluation,nonrespondent,65+|yes|middle or high income,29503.69804500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0621,training,nonrespondent,65+|no|lower income,9341.50350800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0622,evaluation,respondent,65+|no|lower income,8283.76697400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0623,training,respondent,65+|no|middle or high income,8954.56223800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0624,training,respondent,65+|no|lower income,12015.20812100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0625,training,respondent,65+|yes|lower income,18631.14898600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0626,evaluation,respondent,45-64|no|middle or high income,12738.49197700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0627,training,nonrespondent,18-44|no|middle or high income,30355.80450500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0628,evaluation,respondent,65+|no|middle or high income,19160.87756900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0629,training,respondent,65+|no|middle or high income,8172.96848900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0630,training,nonrespondent,65+|no|lower income,18098.19248500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0631,evaluation,respondent,65+|no|middle or high income,8264.77518500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0632,training,respondent,45-64|no|middle or high income,15374.10008000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0633,evaluation,respondent,65+|no|middle or high income,13782.06436200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0634,training,respondent,65+|no|lower income,3716.43522400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0635,evaluation,nonrespondent,45-64|no|middle or high income,3625.25420400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0636,training,respondent,18-44|no|middle or high income,15405.44428000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0637,training,respondent,65+|no|middle or high income,23431.60383800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0638,evaluation,respondent,18-44|no|middle or high income,13222.99116200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0639,evaluation,respondent,65+|yes|lower income,6181.37118800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0640,training,nonrespondent,45-64|no|lower income,15494.89639000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0641,training,nonrespondent,45-64|no|middle or high income,13000.03207100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0642,evaluation,respondent,18-44|no|lower income,18652.63121600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0643,training,respondent,18-44|yes|lower income,19784.27357900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0644,training,nonrespondent,65+|no|lower income,7504.91279600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0645,training,respondent,45-64|no|middle or high income,7665.33653500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0646,evaluation,respondent,18-44|no|middle or high income,18361.97267000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0647,training,respondent,65+|no|lower income,13413.55806300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0648,training,respondent,45-64|no|middle or high income,9641.59854300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0649,training,respondent,65+|no|middle or high income,11647.21621100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0650,training,respondent,65+|no|lower income,25499.94675700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0651,training,respondent,45-64|no|lower income,10447.09548200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0652,training,nonrespondent,18-44|no|middle or high income,29317.05606600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0653,training,respondent,18-44|no|lower income,13189.15981300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0654,evaluation,respondent,65+|no|middle or high income,13447.25839300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0655,training,nonrespondent,65+|no|lower income,13043.59282000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0656,evaluation,respondent,65+|no|middle or high income,10947.85383500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0657,training,nonrespondent,45-64|no|lower income,39457.54190900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0658,training,nonrespondent,45-64|no|lower income,16301.25062000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0659,training,respondent,18-44|no|lower income,12650.85627200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0660,evaluation,respondent,45-64|no|middle or high income,6894.08355100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0661,evaluation,respondent,18-44|no|middle or high income,35950.79277200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0662,evaluation,respondent,65+|no|middle or high income,11731.83615300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0663,evaluation,respondent,65+|no|lower income,8155.11151600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0664,training,respondent,65+|no|middle or high income,23150.07645800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0665,evaluation,respondent,45-64|no|middle or high income,26393.43923200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0666,training,nonrespondent,18-44|yes|lower income,17279.06463500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0667,training,respondent,65+|no|middle or high income,19480.01310400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0668,training,nonrespondent,45-64|yes|middle or high income,2751.92511100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0669,training,nonrespondent,45-64|no|middle or high income,11105.15626900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0670,training,respondent,65+|yes|middle or high income,2315.86028400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0671,evaluation,nonrespondent,45-64|no|lower income,9059.28528900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0672,evaluation,respondent,18-44|yes|middle or high income,16593.67960300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0673,training,nonrespondent,18-44|no|middle or high income,17844.86126400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0674,training,nonrespondent,65+|yes|lower income,23665.55549400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0675,training,respondent,65+|no|lower income,16423.27475200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0676,training,respondent,65+|no|middle or high income,9169.59463000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0677,training,respondent,18-44|no|lower income,24141.61007500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0678,evaluation,nonrespondent,18-44|no|middle or high income,23196.54200900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0679,training,respondent,65+|no|middle or high income,8609.12957700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0680,training,nonrespondent,65+|no|middle or high income,19972.44009800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0681,training,nonrespondent,45-64|no|middle or high income,8901.92313000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0682,training,respondent,45-64|no|middle or high income,27651.54835900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0683,training,respondent,45-64|no|middle or high income,31493.01002800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0684,training,nonrespondent,65+|no|lower income,9046.31369400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0685,training,respondent,65+|no|lower income,18909.01524400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0686,evaluation,respondent,65+|no|middle or high income,33076.70752600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0687,evaluation,respondent,65+|no|middle or high income,18571.76679400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0688,evaluation,nonrespondent,65+|no|lower income,9702.11281500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0689,evaluation,respondent,65+|no|middle or high income,12918.19486600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0690,training,respondent,65+|no|middle or high income,4557.76827200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0691,training,nonrespondent,45-64|no|lower income,18384.14634100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0692,training,respondent,18-44|no|middle or high income,28414.23636900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0693,evaluation,nonrespondent,18-44|no|middle or high income,19607.71007200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0694,training,respondent,65+|no|middle or high income,17893.62704100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0695,evaluation,respondent,18-44|no|lower income,14368.14773100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0696,training,respondent,65+|no|middle or high income,9043.22792200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0697,training,respondent,65+|no|middle or high income,9618.16316500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0698,training,respondent,65+|no|middle or high income,7094.19122500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0699,evaluation,respondent,45-64|no|middle or high income,11554.85708300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0700,evaluation,respondent,45-64|no|lower income,11512.77627200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0701,training,respondent,65+|no|lower income,11020.55549200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0702,training,respondent,65+|no|lower income,14616.05672200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0703,training,respondent,18-44|no|middle or high income,17110.78819600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0704,training,respondent,65+|no|middle or high income,8049.72520400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0705,training,respondent,65+|no|middle or high income,9243.19859600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0706,evaluation,respondent,65+|no|lower income,3314.53063000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0707,training,nonrespondent,45-64|no|lower income,21203.24941100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0708,evaluation,nonrespondent,65+|no|lower income,11070.11508900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0709,evaluation,respondent,45-64|no|middle or high income,11953.53951400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0710,evaluation,nonrespondent,45-64|no|middle or high income,12298.76566000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0711,evaluation,nonrespondent,45-64|no|middle or high income,13319.49055100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0712,training,nonrespondent,65+|no|lower income,6491.06271500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0713,training,nonrespondent,65+|no|lower income,4268.13180500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0714,training,respondent,65+|yes|middle or high income,10395.09582800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0715,training,nonrespondent,65+|no|middle or high income,5680.77198400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0716,training,respondent,65+|no|lower income,2803.32070400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0717,training,respondent,18-44|no|lower income,6812.44015800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0718,training,nonrespondent,18-44|no|middle or high income,12816.77315000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0719,training,respondent,45-64|no|middle or high income,5386.33812400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0720,training,nonrespondent,45-64|yes|middle or high income,28352.56015500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0721,training,respondent,65+|no|middle or high income,10909.87970900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0722,training,nonrespondent,65+|no|lower income,5097.26974700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0723,evaluation,nonrespondent,65+|yes|middle or high income,15183.79047800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0724,evaluation,nonrespondent,65+|no|lower income,7092.00408200,stratified train_test_split test_size 0.30 random_state 20260830
