opportunity_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,synthetic_selection_score,comment_returned,comment_id
OPPORTUNITY-0383,LINK-0608,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.56431177,yes,COMMENT-0196
OPPORTUNITY-0384,LINK-0609,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.45638962,no,
OPPORTUNITY-0385,LINK-0610,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.42418401,no,
OPPORTUNITY-0386,LINK-0612,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.99343193,yes,COMMENT-0197
OPPORTUNITY-0387,LINK-0613,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.63149405,yes,COMMENT-0198
OPPORTUNITY-0388,LINK-0616,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.92436628,yes,COMMENT-0199
OPPORTUNITY-0389,LINK-0617,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.87775543,yes,COMMENT-0200
OPPORTUNITY-0390,LINK-0618,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.99773944,yes,COMMENT-0201
OPPORTUNITY-0391,LINK-0619,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.72511943,yes,COMMENT-0202
OPPORTUNITY-0392,LINK-0622,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.37993090,no,
OPPORTUNITY-0393,LINK-0623,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.37518323,no,
OPPORTUNITY-0394,LINK-0624,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.10485879,no,
OPPORTUNITY-0395,LINK-0625,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,offered,0.16853844,no,
OPPORTUNITY-0396,LINK-0626,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.84945522,yes,COMMENT-0203
OPPORTUNITY-0397,LINK-0628,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.78593371,yes,COMMENT-0204
OPPORTUNITY-0398,LINK-0629,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.93907062,yes,COMMENT-0205
OPPORTUNITY-0399,LINK-0631,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.66096820,yes,COMMENT-0206
OPPORTUNITY-0400,LINK-0632,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.03000091,yes,COMMENT-0207
OPPORTUNITY-0401,LINK-0633,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.40348127,no,
OPPORTUNITY-0402,LINK-0634,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.72712662,yes,COMMENT-0208
OPPORTUNITY-0403,LINK-0636,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.34546484,no,
OPPORTUNITY-0404,LINK-0637,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.94253152,yes,COMMENT-0209
OPPORTUNITY-0405,LINK-0638,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.79393726,yes,COMMENT-0210
OPPORTUNITY-0406,LINK-0639,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,offered,0.29266207,no,
OPPORTUNITY-0407,LINK-0642,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.02951751,no,
OPPORTUNITY-0408,LINK-0643,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.79053023,yes,COMMENT-0211
OPPORTUNITY-0409,LINK-0645,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.45307283,no,
OPPORTUNITY-0410,LINK-0646,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.18630797,no,
OPPORTUNITY-0411,LINK-0647,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.77720157,yes,COMMENT-0212
OPPORTUNITY-0412,LINK-0648,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.09455659,no,
OPPORTUNITY-0413,LINK-0649,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.64555098,yes,COMMENT-0213
OPPORTUNITY-0414,LINK-0650,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.12559191,no,
OPPORTUNITY-0415,LINK-0651,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.22004822,no,
OPPORTUNITY-0416,LINK-0653,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.84737549,yes,COMMENT-0214
OPPORTUNITY-0417,LINK-0654,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.34117338,no,
OPPORTUNITY-0418,LINK-0656,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.72351442,yes,COMMENT-0215
OPPORTUNITY-0419,LINK-0659,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.79231790,yes,COMMENT-0216
OPPORTUNITY-0420,LINK-0660,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.85063479,yes,COMMENT-0217
OPPORTUNITY-0421,LINK-0661,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.18211055,no,
OPPORTUNITY-0422,LINK-0662,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.15172146,no,
OPPORTUNITY-0423,LINK-0663,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.63435419,yes,COMMENT-0218
OPPORTUNITY-0424,LINK-0664,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.10861276,no,
OPPORTUNITY-0425,LINK-0665,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.29368321,no,
OPPORTUNITY-0426,LINK-0667,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.80647111,yes,COMMENT-0219
OPPORTUNITY-0427,LINK-0670,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.25406291,no,
OPPORTUNITY-0428,LINK-0672,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.69146898,yes,COMMENT-0220
OPPORTUNITY-0429,LINK-0675,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.65946653,yes,COMMENT-0221
OPPORTUNITY-0430,LINK-0676,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.76803908,yes,COMMENT-0222
OPPORTUNITY-0431,LINK-0677,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.77743495,yes,COMMENT-0223
OPPORTUNITY-0432,LINK-0679,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.06442364,no,
OPPORTUNITY-0433,LINK-0682,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.13411854,no,
OPPORTUNITY-0434,LINK-0683,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.91066112,yes,COMMENT-0224
OPPORTUNITY-0435,LINK-0685,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.07956569,no,
OPPORTUNITY-0436,LINK-0686,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.63784700,yes,COMMENT-0225
OPPORTUNITY-0437,LINK-0687,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.03421776,yes,COMMENT-0226
OPPORTUNITY-0438,LINK-0689,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.84433976,yes,COMMENT-0227
OPPORTUNITY-0439,LINK-0690,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.59965419,yes,COMMENT-0228
OPPORTUNITY-0440,LINK-0692,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.69172683,yes,COMMENT-0229
OPPORTUNITY-0441,LINK-0694,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.46810531,no,
OPPORTUNITY-0442,LINK-0695,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.51873465,yes,COMMENT-0230
OPPORTUNITY-0443,LINK-0696,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.57042573,yes,COMMENT-0231
OPPORTUNITY-0444,LINK-0697,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.36217738,no,
OPPORTUNITY-0445,LINK-0698,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.78191571,yes,COMMENT-0232
OPPORTUNITY-0446,LINK-0699,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.84755859,yes,COMMENT-0233
OPPORTUNITY-0447,LINK-0700,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.19633727,no,
OPPORTUNITY-0448,LINK-0701,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.20024362,no,
OPPORTUNITY-0449,LINK-0702,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.52476292,yes,COMMENT-0234
OPPORTUNITY-0450,LINK-0703,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.31727550,no,
OPPORTUNITY-0451,LINK-0704,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.52463822,yes,COMMENT-0235
OPPORTUNITY-0452,LINK-0705,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.65635740,yes,COMMENT-0236
OPPORTUNITY-0453,LINK-0706,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.77177622,yes,COMMENT-0237
OPPORTUNITY-0454,LINK-0709,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.38851716,no,
OPPORTUNITY-0455,LINK-0714,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,offered,0.74350147,yes,COMMENT-0238
OPPORTUNITY-0456,LINK-0716,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.31724013,no,
OPPORTUNITY-0457,LINK-0717,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.70276138,yes,COMMENT-0239
OPPORTUNITY-0458,LINK-0719,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.68800755,yes,COMMENT-0240
OPPORTUNITY-0459,LINK-0721,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.54827479,yes,COMMENT-0241
OPPORTUNITY-0460,LINK-0725,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,1.01140033,yes,COMMENT-0242
OPPORTUNITY-0461,LINK-0726,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.35621033,no,
OPPORTUNITY-0462,LINK-0727,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,offered,0.17557427,no,
OPPORTUNITY-0463,LINK-0729,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.33499799,no,
OPPORTUNITY-0464,LINK-0731,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.11669350,no,
OPPORTUNITY-0465,LINK-0733,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31635967,no,
OPPORTUNITY-0466,LINK-0735,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.69108350,yes,COMMENT-0243
OPPORTUNITY-0467,LINK-0736,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.26675458,no,
OPPORTUNITY-0468,LINK-0737,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.69501378,yes,COMMENT-0244
OPPORTUNITY-0469,LINK-0738,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.25037169,no,
OPPORTUNITY-0470,LINK-0740,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,1.02211204,yes,COMMENT-0245
OPPORTUNITY-0471,LINK-0741,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.09465129,no,
OPPORTUNITY-0472,LINK-0742,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.11435062,no,
OPPORTUNITY-0473,LINK-0743,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.40098574,no,
OPPORTUNITY-0474,LINK-0744,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.95071088,yes,COMMENT-0246
OPPORTUNITY-0475,LINK-0745,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.62468017,yes,COMMENT-0247
OPPORTUNITY-0476,LINK-0746,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.31238271,no,
OPPORTUNITY-0477,LINK-0747,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.40770995,no,
OPPORTUNITY-0478,LINK-0748,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.05548920,no,
OPPORTUNITY-0479,LINK-0749,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.76458910,yes,COMMENT-0248
OPPORTUNITY-0480,LINK-0751,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.46462940,no,
OPPORTUNITY-0481,LINK-0753,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.21866293,no,
OPPORTUNITY-0482,LINK-0755,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.15114866,no,
OPPORTUNITY-0483,LINK-0756,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.82545294,yes,COMMENT-0249
OPPORTUNITY-0484,LINK-0759,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.69046523,yes,COMMENT-0250
OPPORTUNITY-0485,LINK-0760,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.87861405,yes,COMMENT-0251
OPPORTUNITY-0486,LINK-0761,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.25659280,no,
OPPORTUNITY-0487,LINK-0762,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.85569723,yes,COMMENT-0252
OPPORTUNITY-0488,LINK-0763,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.07043221,no,
OPPORTUNITY-0489,LINK-0764,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.90928786,yes,COMMENT-0253
OPPORTUNITY-0490,LINK-0765,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.84718773,yes,COMMENT-0254
OPPORTUNITY-0491,LINK-0767,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.62056221,yes,COMMENT-0255
OPPORTUNITY-0492,LINK-0768,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.76811774,yes,COMMENT-0256
OPPORTUNITY-0493,LINK-0769,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.03549498,no,
OPPORTUNITY-0494,LINK-0770,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.88431612,yes,COMMENT-0257
OPPORTUNITY-0495,LINK-0771,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.06625383,no,
OPPORTUNITY-0496,LINK-0779,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.98179502,yes,COMMENT-0258
OPPORTUNITY-0497,LINK-0780,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.82487124,yes,COMMENT-0259
OPPORTUNITY-0498,LINK-0782,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,1.01621398,yes,COMMENT-0260
OPPORTUNITY-0499,LINK-0784,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.69502666,yes,COMMENT-0261
OPPORTUNITY-0500,LINK-0785,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,1.02904645,yes,COMMENT-0262
OPPORTUNITY-0501,LINK-0786,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.31161250,no,
OPPORTUNITY-0502,LINK-0787,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.72856254,yes,COMMENT-0263
OPPORTUNITY-0503,LINK-0789,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.40735849,no,
OPPORTUNITY-0504,LINK-0790,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.98406126,yes,COMMENT-0264
OPPORTUNITY-0505,LINK-0791,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.19682814,no,
OPPORTUNITY-0506,LINK-0793,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.20953396,no,
OPPORTUNITY-0507,LINK-0794,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,offered,1.12909644,yes,COMMENT-0265
OPPORTUNITY-0508,LINK-0795,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.12445885,no,
OPPORTUNITY-0509,LINK-0796,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,offered,0.57382803,yes,COMMENT-0266
OPPORTUNITY-0510,LINK-0797,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.90655169,yes,COMMENT-0267
OPPORTUNITY-0511,LINK-0798,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.00264006,no,
OPPORTUNITY-0512,LINK-0800,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.77281860,yes,COMMENT-0268
OPPORTUNITY-0513,LINK-0802,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.77128239,yes,COMMENT-0269
OPPORTUNITY-0514,LINK-0805,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.43695890,no,
OPPORTUNITY-0515,LINK-0806,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.65221217,yes,COMMENT-0270
OPPORTUNITY-0516,LINK-0809,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.70864232,yes,COMMENT-0271
OPPORTUNITY-0517,LINK-0811,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.40743284,no,
OPPORTUNITY-0518,LINK-0812,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,offered,0.38268002,no,
OPPORTUNITY-0519,LINK-0813,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.88270656,yes,COMMENT-0272
OPPORTUNITY-0520,LINK-0815,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37922481,no,
OPPORTUNITY-0521,LINK-0816,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.18675784,no,
OPPORTUNITY-0522,LINK-0818,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.63407261,yes,COMMENT-0273
OPPORTUNITY-0523,LINK-0820,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.79249356,yes,COMMENT-0274
OPPORTUNITY-0524,LINK-0821,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.68581758,yes,COMMENT-0275
OPPORTUNITY-0525,LINK-0822,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.15729943,no,
OPPORTUNITY-0526,LINK-0823,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.55745048,yes,COMMENT-0276
OPPORTUNITY-0527,LINK-0825,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.26578216,no,
OPPORTUNITY-0528,LINK-0826,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.67776668,yes,COMMENT-0277
OPPORTUNITY-0529,LINK-0828,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.52576091,yes,COMMENT-0278
OPPORTUNITY-0530,LINK-0829,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.06766939,no,
OPPORTUNITY-0531,LINK-0830,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37498962,no,
OPPORTUNITY-0532,LINK-0832,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.46897011,no,
OPPORTUNITY-0533,LINK-0833,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.57129305,yes,COMMENT-0279
OPPORTUNITY-0534,LINK-0836,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.18682616,no,
OPPORTUNITY-0535,LINK-0838,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.32378077,no,
OPPORTUNITY-0536,LINK-0840,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.31948239,no,
OPPORTUNITY-0537,LINK-0842,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.29664746,no,
OPPORTUNITY-0538,LINK-0843,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.54188723,yes,COMMENT-0280
OPPORTUNITY-0539,LINK-0845,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31423818,no,
OPPORTUNITY-0540,LINK-0846,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.08256948,no,
OPPORTUNITY-0541,LINK-0847,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.06258059,yes,COMMENT-0281
OPPORTUNITY-0542,LINK-0851,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.22702111,no,
OPPORTUNITY-0543,LINK-0853,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.14714065,no,
OPPORTUNITY-0544,LINK-0854,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.44383885,no,
OPPORTUNITY-0545,LINK-0856,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.67854705,yes,COMMENT-0282
OPPORTUNITY-0546,LINK-0857,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.53985586,yes,COMMENT-0283
OPPORTUNITY-0547,LINK-0859,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.01346017,yes,COMMENT-0284
OPPORTUNITY-0548,LINK-0860,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.64400296,yes,COMMENT-0285
OPPORTUNITY-0549,LINK-0862,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.01015841,yes,COMMENT-0286
OPPORTUNITY-0550,LINK-0863,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.62347877,yes,COMMENT-0287
OPPORTUNITY-0551,LINK-0867,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.82562898,yes,COMMENT-0288
OPPORTUNITY-0552,LINK-0868,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.82300755,yes,COMMENT-0289
OPPORTUNITY-0553,LINK-0869,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.22322704,no,
OPPORTUNITY-0554,LINK-0870,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.95770341,yes,COMMENT-0290
OPPORTUNITY-0555,LINK-0871,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.92246508,yes,COMMENT-0291
OPPORTUNITY-0556,LINK-0872,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.96490526,yes,COMMENT-0292
OPPORTUNITY-0557,LINK-0874,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.51466127,yes,COMMENT-0293
OPPORTUNITY-0558,LINK-0875,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.48154810,no,
OPPORTUNITY-0559,LINK-0876,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.77056297,yes,COMMENT-0294
OPPORTUNITY-0560,LINK-0877,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.16815757,no,
OPPORTUNITY-0561,LINK-0879,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.38489813,no,
OPPORTUNITY-0562,LINK-0880,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.20536500,no,
OPPORTUNITY-0563,LINK-0883,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.19067073,no,
OPPORTUNITY-0564,LINK-0886,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.72861392,yes,COMMENT-0295
OPPORTUNITY-0565,LINK-0887,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.11442561,no,
OPPORTUNITY-0566,LINK-0889,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.54591120,yes,COMMENT-0296
OPPORTUNITY-0567,LINK-0891,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.41244418,no,
OPPORTUNITY-0568,LINK-0892,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.78197941,yes,COMMENT-0297
OPPORTUNITY-0569,LINK-0894,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.79680296,yes,COMMENT-0298
OPPORTUNITY-0570,LINK-0896,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.17379493,no,
OPPORTUNITY-0571,LINK-0897,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.34001722,no,
OPPORTUNITY-0572,LINK-0898,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.35845103,no,
OPPORTUNITY-0573,LINK-0899,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.29082567,no,
