tract_fips,county_fips,county_name,tract_modeled_prevalence_percent,tract_map_class,county_weighted_tract_summary_percent,county_summary_class,absolute_difference_percentage_points,class_changes_after_aggregation,interpretation_limit
25001010100,25001,Barnstable,12.1,10.0% to less than 15.0%,10.5608592651,10.0% to less than 15.0%,1.5391407349,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017365201,25017,Middlesex,7.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017365202,25017,Middlesex,8.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017366100,25017,Middlesex,8.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017366201,25017,Middlesex,7.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017366202,25017,Middlesex,8.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017367100,25017,Middlesex,9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017367200,25017,Middlesex,8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368101,25017,Middlesex,7.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368102,25017,Middlesex,9.5,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.1520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368200,25017,Middlesex,8.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.5520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368300,25017,Middlesex,8.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368400,25017,Middlesex,4.7,less than 5.0%,8.3479943094,5.0% to less than 10.0%,3.6479943094,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017368500,25017,Middlesex,6.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.5479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368600,25017,Middlesex,7.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368700,25017,Middlesex,7.5,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.8479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368800,25017,Middlesex,8.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368901,25017,Middlesex,9.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017368902,25017,Middlesex,9.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.0520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017369000,25017,Middlesex,1.9,less than 5.0%,8.3479943094,5.0% to less than 10.0%,6.4479943094,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017369100,25017,Middlesex,8.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370101,25017,Middlesex,8.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370103,25017,Middlesex,7.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.5479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370104,25017,Middlesex,6.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370201,25017,Middlesex,7.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.1479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370202,25017,Middlesex,6.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.4479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370301,25017,Middlesex,7.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.1479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370302,25017,Middlesex,9.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.5520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370401,25017,Middlesex,6.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370402,25017,Middlesex,7.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017370403,25017,Middlesex,6.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373100,25017,Middlesex,7.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373200,25017,Middlesex,7.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373300,25017,Middlesex,8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373400,25017,Middlesex,8.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373500,25017,Middlesex,7.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.1479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373600,25017,Middlesex,5.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,3.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373700,25017,Middlesex,7.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373800,25017,Middlesex,8.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373901,25017,Middlesex,8.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017373902,25017,Middlesex,9.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.8520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374000,25017,Middlesex,9.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.0520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374100,25017,Middlesex,9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374200,25017,Middlesex,7.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374300,25017,Middlesex,7.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.5479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374400,25017,Middlesex,8.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374500,25017,Middlesex,9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374600,25017,Middlesex,7.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374700,25017,Middlesex,8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017374800,25017,Middlesex,7.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382100,25017,Middlesex,8.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382200,25017,Middlesex,7.4,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.9479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382300,25017,Middlesex,7.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382400,25017,Middlesex,8.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382500,25017,Middlesex,8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382601,25017,Middlesex,6.8,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.5479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017382602,25017,Middlesex,9.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.9520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383101,25017,Middlesex,12.1,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,3.7520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383102,25017,Middlesex,13.8,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,5.4520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383200,25017,Middlesex,10.5,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,2.1520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383300,25017,Middlesex,10,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,1.6520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383401,25017,Middlesex,9.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383402,25017,Middlesex,10.8,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,2.4520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383501,25017,Middlesex,11.6,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,3.2520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017383502,25017,Middlesex,5.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,3.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383600,25017,Middlesex,9.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.8520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383700,25017,Middlesex,8.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.5520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383800,25017,Middlesex,8.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383902,25017,Middlesex,9.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383903,25017,Middlesex,9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017383904,25017,Middlesex,9.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.2520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017384003,25017,Middlesex,7.3,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.0479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017384004,25017,Middlesex,9.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.7520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017385101,25017,Middlesex,7.1,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.2479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017385102,25017,Middlesex,8.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017385201,25017,Middlesex,10.2,10.0% to less than 15.0%,8.3479943094,5.0% to less than 10.0%,1.8520056906,1,tract and county summaries answer different area-level questions; neither supports individual inference
25017385203,25017,Middlesex,8.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017385204,25017,Middlesex,7.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.1479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017386100,25017,Middlesex,7.5,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.8479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017387100,25017,Middlesex,8.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017387201,25017,Middlesex,8.6,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.2520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017387202,25017,Middlesex,7.9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.4479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017388100,25017,Middlesex,8.2,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.1479943094,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017388200,25017,Middlesex,9,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,0.6520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25017388300,25017,Middlesex,9.7,5.0% to less than 10.0%,8.3479943094,5.0% to less than 10.0%,1.3520056906,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950100,25019,Nantucket,9.3,5.0% to less than 10.0%,8.0628895429,5.0% to less than 10.0%,1.2371104571,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950201,25019,Nantucket,6.8,5.0% to less than 10.0%,8.0628895429,5.0% to less than 10.0%,1.2628895429,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950202,25019,Nantucket,7.8,5.0% to less than 10.0%,8.0628895429,5.0% to less than 10.0%,0.2628895429,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950307,25019,Nantucket,8.6,5.0% to less than 10.0%,8.0628895429,5.0% to less than 10.0%,0.5371104571,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950400,25019,Nantucket,7.6,5.0% to less than 10.0%,8.0628895429,5.0% to less than 10.0%,0.4628895429,0,tract and county summaries answer different area-level questions; neither supports individual inference
25019950500,25019,Nantucket,10.3,10.0% to less than 15.0%,8.0628895429,5.0% to less than 10.0%,2.2371104571,1,tract and county summaries answer different area-level questions; neither supports individual inference
25021400100,25021,Norfolk,7.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400201,25021,Norfolk,6.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400202,25021,Norfolk,6.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400300,25021,Norfolk,6.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400401,25021,Norfolk,7.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400402,25021,Norfolk,6.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400500,25021,Norfolk,5.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,3.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400600,25021,Norfolk,6.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400700,25021,Norfolk,6.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400800,25021,Norfolk,6.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021400900,25021,Norfolk,7.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021401000,25021,Norfolk,8.1,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.9041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021401100,25021,Norfolk,7.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.1041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021401201,25021,Norfolk,8.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021401202,25021,Norfolk,9.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.3958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021402101,25021,Norfolk,9.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.4958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021402102,25021,Norfolk,10,10.0% to less than 15.0%,9.0041773264,5.0% to less than 10.0%,0.9958226736,1,tract and county summaries answer different area-level questions; neither supports individual inference
25021402200,25021,Norfolk,8.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021402300,25021,Norfolk,8.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021402400,25021,Norfolk,7.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021402500,25021,Norfolk,9.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.7958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021403100,25021,Norfolk,7.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021403300,25021,Norfolk,7.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021403400,25021,Norfolk,8.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021403501,25021,Norfolk,9.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.2958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021403502,25021,Norfolk,7.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404100,25021,Norfolk,8.1,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.9041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404201,25021,Norfolk,7.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404202,25021,Norfolk,5.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,3.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404301,25021,Norfolk,7.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404302,25021,Norfolk,8.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021404400,25021,Norfolk,6.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021405100,25021,Norfolk,7.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021406101,25021,Norfolk,7.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021406102,25021,Norfolk,7.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021407101,25021,Norfolk,8.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021407102,25021,Norfolk,8.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021408102,25021,Norfolk,7.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.1041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021408103,25021,Norfolk,7.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021408104,25021,Norfolk,8.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021409101,25021,Norfolk,8.7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.3041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021409102,25021,Norfolk,7.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021410100,25021,Norfolk,9.1,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.0958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021410300,25021,Norfolk,9.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.7958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021410400,25021,Norfolk,8.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021411101,25021,Norfolk,7,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,2.0041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021411102,25021,Norfolk,8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.0041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021411200,25021,Norfolk,7.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.1041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021411301,25021,Norfolk,8.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021411302,25021,Norfolk,9.1,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.0958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021412100,25021,Norfolk,8.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021412200,25021,Norfolk,9.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.5958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021412300,25021,Norfolk,8.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413100,25021,Norfolk,9.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413201,25021,Norfolk,11.3,10.0% to less than 15.0%,9.0041773264,5.0% to less than 10.0%,2.2958226736,1,tract and county summaries answer different area-level questions; neither supports individual inference
25021413202,25021,Norfolk,8.1,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.9041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413300,25021,Norfolk,8.8,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.2041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413401,25021,Norfolk,8.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413402,25021,Norfolk,7.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021413500,25021,Norfolk,10.6,10.0% to less than 15.0%,9.0041773264,5.0% to less than 10.0%,1.5958226736,1,tract and county summaries answer different area-level questions; neither supports individual inference
25021414100,25021,Norfolk,8.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021414200,25021,Norfolk,8.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021414300,25021,Norfolk,8.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415101,25021,Norfolk,8.4,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.6041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415103,25021,Norfolk,8.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.1041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415104,25021,Norfolk,7.9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.1041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415201,25021,Norfolk,8.5,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.5041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415202,25021,Norfolk,9,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.0041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021415300,25021,Norfolk,8.6,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.4041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021416101,25021,Norfolk,8.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.7041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021416102,25021,Norfolk,7.2,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,1.8041773264,0,tract and county summaries answer different area-level questions; neither supports individual inference
25021416200,25021,Norfolk,10.5,10.0% to less than 15.0%,9.0041773264,5.0% to less than 10.0%,1.4958226736,1,tract and county summaries answer different area-level questions; neither supports individual inference
25021416300,25021,Norfolk,9.3,5.0% to less than 10.0%,9.0041773264,5.0% to less than 10.0%,0.2958226736,0,tract and county summaries answer different area-level questions; neither supports individual inference
